;cal_pre_call_number;cal_call_number;cal_eta;cal_etd;cal_rta;cal_rtd;cal_conveyance_registration;callsign;countrycode;cnvname;cal_carrier;cal_place_code;cal_last_place_code;cal_next_place_code
908;399690;393196.0;43727,08333;43727,6875;43727,09802;43727,74127;9289180.0;9V9863;SG;SAFMARINE CAMEROUN;MAERSK;FRFOS;ITSPE;ESALG
909;399694;393188.0;43726,52083;43726,83333;43726,53045;43726,89096;9192442.0;OYVQ2;DK;NELE MAERSK;SEAGOLINE;FRFOS;ITGOA;ESBCN
910;399691;393250.0;43731,66667;43732,35417;43731,66799;43732,42315;9315238.0;S6CH4;SG;MAERSK SEBAROK;MAERSK;FRFOS;ESVLC;ITGOA
911;399675;392795.0;43695,875;43696,73958;43695,88052;43696,77631;9104263.0;9HA2388;MT;SEA AMAZON;AFCC;FRFOS;ITSAL;ITSAL
912;399670;392814.0;43697,08333;43697,29167;43697,08051;43697,35925;9279812.0;V7VD2;MH;NOCC KATTEGAT;PROMARMED;FRFOS;TRGEM;FRSET
913;399639;393361.0;43740,0625;43740,58333;43740,06022;43740,62384;9318266.0;9V3931;SG;ASIATIC KING;ZIM;FRFOS;ILHFA;ITGOA
914;399638;393179.0;43726,08333;43726,625;43726,07801;43726,67302;9318266.0;9V3931;SG;ASIATIC KING;ZIM;FRFOS;ILHFA;ITGOA
915;399637;393009.0;43712,08333;43712,75;43712,08604;43712,79231;9318266.0;9V3931;SG;ASIATIC KING;ZIM;FRFOS;ILHFA;ITGOA
916;399626;393318.0;43736,02083;43736,77083;43736,01029;43736,81536;9343089.0;9HA38;MT;SINE A;ARKAS;FRFOS;ESBCN;GRPIR
917;399627;393369.0;43740,44792;43740,76042;43740,446;43740,8231;9337028.0;CQFI;PT;SPINEL;ARKAS;FRFOS;ITGOA;ESBCN
918;399612;392925.0;43705,14583;43705,52083;43705,14089;43705,56428;9164237.0;OZRC2;DK;ALEXANDER MAERSK;SEAGOLINE;FRFOS;ITSPE;ESBCN
919;399605;393214.0;43728,07292;43728,52083;43728,0739;43728,57534;9309459.0;3EEI3;PA;MSC SILVANA;MSC;FRFOS;ITSPE;ESVLC
920;399602;393289.0;43734,07292;43734,5625;43734,06044;43734,62446;9401776.0;A8TR3;LR;MP THE LAW;MSC;FRFOS;ITGOA;ESVLC
921;399601;393171.0;43725,41667;43725,77083;43725,41451;43725,82429;9289116.0;3EBW6;PA;MSC RITA;MSC;FRFOS;FRLEH;ITSPE
922;399600;393095.0;43718,8125;43719,45833;43718,81635;43719,52222;9318046.0;A8IE8;LR;E.R. TOKYO;MSC;FRFOS;FRLEH;ITSPE
923;399598;393240.0;43731,0625;43733,69792;43731,06389;43733,76458;9461398.0;3FDM4;PA;MSC ROSA M;MSC;FRFOS;ITGOA;ESVLC
924;399599;392982.0;43709,09722;43709,47917;43709,10186;43709,52983;9306251.0;V2OY4;AG;MAUREN;MSC;FRFOS;ITSPE;ESBCN
925;399587;392811.0;43696,83333;43697,57292;43696,8269;43697,625;9227912.0;IBTF;IT;GRANDE ITALIA;AMARSUD;FRFOS;ITSVN;TRIZT
926;399521;393163.0;43724,71875;43725,38542;43724,71767;43725,45178;9085534.0;D5OV9;LR;MAERSK KOTKA;MAERSK;FRFOS;ESVLC;ITGOA
927;399491;393251.0;43731,6875;43733,45833;43731,68598;43733,52387;9343728.0;DGZL;DE;BREMEN EXPRESS;HAPAG;FRFOS;ESALG;ITGOA
928;399465;392820.0;43697,61458;43698,625;43697,64583;43698,67708;9285495.0;LADO6;NO;Hoegh Seoul;MARMEDSA;FRFOS;ESVLC;JOAQB
929;399472;393064.0;43716,375;43717,66667;43716,37292;43717,71319;9410791.0;2DD09;GB;CMA CGM GEMINI;CMACGM;FRFOS;ESBCN;ITGOA
930;399471;393067.0;43716,83333;43718,03125;43716,83333;43718,08194;9406647.0;9HA2362;MT;CMA CGM RACINE;CMACGM;FRFOS;ESBCN;ITGOA
931;399460;392733.0;43690,375;43690,75;43690,37176;43690,79377;9306718.0;9HZV7;MT;NEPTUNE THELISIS;PROMARMED;FRFOS;ESBCN;MAPTM
932;399452;393082.0;43718,08333;43719,05208;43718,0875;43719,11447;9295268.0;DCUJ2;DE;CHICAGO EXPRESS;HAPAG;FRFOS;ESALG;ITGOA
933;399415;393100.0;43719,41667;43719,79167;43719,41525;43719,85113;9344954.0;V5028;SG;MAERSK VALENCIA;SEAGOLINE;FRFOS;ITGOA;ESBCN
934;399416;393694.0;43765,59375;43768,02083;43765,61458;43768,09722;9689603.0;7JUR;JP;MACKINAC BRIDGE;ONE;FRFOS;ITGOA;GRPIR
935;399412;393411.0;43743,08333;43744,875;43743,09444;43744,93472;9741372.0;7KDP;PA;ONE BLUE JAY;ONE;FRFOS;ITGOA;GRPIR
936;399410;393108.0;43720,375;43720,8125;43720,3684;43720,85958;9356139.0;OZDK2;DK;MAERSK NORFOLK;MAERSK;FRFOS;ITSPE;ESALG
937;399414;393583.0;43756,45833;43760,04167;43756,45694;43760,10278;9741413.0;H3BL;PA;NYK HAWK;ONE;FRFOS;ITGOA;GRPIR
938;399413;393499.0;43749,66667;43751,5625;43749,66597;43751,63611;9757230.0;3FFG9;PA;YM WELLSPRING;ONE;FRFOS;ITGOA;GRPIR
939;399411;393309.0;43735,375;43737,39583;43735,37604;43737,45204;9741449.0;7KBK;PA;NYK OWL;ONE;FRFOS;ITGOA;GRPIR
940;399408;393080.0;43717,6875;43718,95833;43717,68785;43719,03256;9315226.0;S6CH3;SG;MAERSK SEMBAWANG;MAERSK;FRFOS;ESVLC;ITGOA
941;399387;392729.0;43690,08333;43690,52083;43690,08642;43690,58706;9440148.0;9HA3957;MT;NEPTUNE HELLAS;PROMARMED;FRFOS;FRSET;TRGEM
942;399366;393125.0;43721,625;43723,29167;43721,62792;43723,34219;9525883.0;9HA2952;MT;ALULA;HAPAG;FRFOS;ITGOA;GRPIR
943;399367;392783.0;43694,625;43694,77083;43694,62485;43694,81906;9175781.0;VRDG3;HK;ANTWERP;SEAGOLINE;FRFOS;ITSPE;ESBCN
944;399356;393129.0;43722,07292;43722,48958;43722,07052;43722,54873;9103685.0;3FVZ7;PA;MSC BRIANNA;MSC;FRFOS;ITGOA;ESBCN
945;399355;393120.0;43721,07292;43721,46875;43721,07087;43721,53286;9309447.0;3EEB3;PA;MSC RANIA;MSC;FRFOS;ITSPE;ESVLC
946;399354;393197.0;43727,08333;43727,54167;43727,08147;43727,58816;9231248.0;CQIM9;PT;MSC INDIA;MSC;FRFOS;ITGOA;ESVLC
947;399352;392879.0;43702,0625;43702,39583;43702,06484;43702,44691;9330238.0;D5EVF4;LR;VEGA EPSILON;MSC;FRFOS;ITSPE;ESBCN
948;399353;393000.0;43711,38542;43711,77083;43711,38225;43711,82369;9225677.0;H9XU;PA;MSC LUISA;MSC;FRFOS;FRLEH;ITSPE
949;399348;392707.0;43688,25;43688,53125;43688,25145;43688,58616;9318761.0;5BWS4;CY;ADILIA I;SEAGOLINE;FRFOS;ITSPE;ESBCN
950;399341;393429.0;43744,45833;43746,05208;43744,48958;43746,10417;9229855.0;DGHX;DE;BERLIN EXPRESS;HAPAG;FRFOS;ESBCN;ITGOA
951;399340;393430.0;43744,5;43745,25;43744,50016;43745,32013;9143544.0;DGSE;DE;KOBE EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
952;399339;393345.0;43738,08333;43738,4375;43738,08418;43738,49369;9193288.0;DGAF;DE;DALLAS EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
953;399338;393241.0;43731,08333;43731,47917;43731,08451;43731,54971;9200809.0;VRNE9;HK;SINGAPORE EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
954;399336;393141.0;43723,04167;43724,64583;43723,03509;43724,71582;9143568.0;DPLE;DE;LONDON EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
955;399335;393073.0;43717,10417;43717,625;43717,10707;43717,69109;9143556.0;ZCEV4;DE;DUESSELDORF EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
956;399337;393160.0;43724,45833;43725,45833;43724,45579;43725,50713;9229843.0;DHEB;DE;NINGBO EXPRESS;HAPAG;FRFOS;ESBCN;ITGOA
957;399331;393039.0;43715,00694;43715,6875;43715,00579;43715,73458;9343089.0;9HA38;MT;SINE A;ARKAS;FRFOS;ESBCN;GRPIR
958;399319;392995.0;43710,6875;43711,34375;43710,69022;43711,41079;9315240.0;S6CH5;SG;MAERSK SENANG;MAERSK;FRFOS;ESVLC;ITGOA
959;399303;392643.0;43683,09375;43683,39583;43683,09464;43683,43747;9104263.0;9HA2388;MT;SEA AMAZON;AFCC;FRFOS;ITSAL;GRPIR
960;399279;392678.0;43686,04167;43686,4375;43686,04652;43686,49713;9247936.0;IBZI;IT;GRANDE ROMA;AMARSUD;FRFOS;ESBCN;GRPIR
961;399233;392984.0;43709,58333;43710,60417;43709,59008;43710,66752;9484572.0;A8VL7;LR;CAP JERVIS;MAERSK;FRFOS;ITGOA;ESBCN
962;399200;392632.0;43682,08333;43682,875;43682,08552;43682,91559;9306718.0;9HZV7;MT;NEPTUNE THELISIS;PROMARMED;FRFOS;ESVLC;FRSET
963;399198;392939.0;43706,08333;43706,65625;43706,08064;43706,69696;9220885.0;OVYB2;DK;NEXOE MAERSK;MAERSK;FRFOS;ITSPE;ESALG
964;399197;392963.0;43707,60417;43708,48958;43707,6;43708,54375;9294020.0;A8VF7;LR;JPO GEMINI;SEAGOLINE;FRFOS;ESBCN;GRPIR
965;399196;392924.0;43705,09375;43705,42708;43705,09917;43705,47103;9344681.0;A8OH5;LR;SAN ALVARO;SEAGOLINE;FRFOS;ITGOA;ESBCN
966;399188;392947.0;43706,67708;43707,04167;43706,67786;43707,08984;9409170.0;A8SU4;LR;CMA CGM CORNEILLE;CMACGM;FRFOS;FRLEH;ITGOA
967;399186;392965.0;43707,64583;43708,78125;43707,66297;43708,82916;9410777.0;2CXY9;GB;CMA CGM CENTAURUS;CMACGM;FRFOS;ESBCN;ITGOA
968;399152;392994.0;43710,64583;43711,84375;43710,65016;43711,89229;9300805.0;VRBX7;HK;OOCL EUROPE;OOCL;FRFOS;ESALG;ITGOA
969;399137;392905.0;43704,08333;43704,46875;43704,08601;43704,52428;9285471.0;D5UA6;HK;MSC TIANJIN;MSC;FRFOS;FRLEH;ITSPE
970;399101;393022.0;43713,35417;43713,75;43713,35677;43713,81784;9315379.0;D5CN5;LR;ARCHIMIDIS;MSC;FRFOS;ITSPE;ESVLC
971;399102;393056.0;43716,0625;43716,69792;43716,06257;43716,77584;9349825.0;3ESE2;PA;MSC NURIA;MSC;FRFOS;ITGOA;ESBCN
972;399099;393106.0;43720,08333;43720,57292;43720,08053;43720,62965;9320453.0;3EKJ4;PA;MSC ROSARIA;MSC;FRFOS;ITGOA;ESCAS
973;399095;393070.0;43717,0625;43718,76042;43717,06001;43718,84697;9461415.0;3FKL6;PA;MSC DEILA;MSC;FRFOS;ITGOA;ESVLC
974;399096;393153.0;43723,91736;43726,46875;43723,91745;43726,53416;9461427.0;DIGY2;DE;MSC LIVORNO;MSC;FRFOS;ITGOA;ESVLC
975;399071;393639.0;43761,05208;43762,52083;43761,05345;43762,56394;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
976;399072;393809.0;43775,16667;43775,5625;43775,16669;43775,60162;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
977;399070;393469.0;43747,53125;43747,93403;43747,51938;43748,00694;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
978;399073;393988.0;43789,14583;43789,6875;43789,15139;43789,73307;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
979;399074;394181.0;43803,15625;43803,70833;43803,15295;43803,7375;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
980;399069;393272.0;43733,125;43734,47917;43733,11966;43734,52135;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
981;399068;393271.0;43733,08333;43734,82292;43733,0803;43734,86817;9467304.0;VRKD5;HK;CSCL URANUS;COSCO;FRFOS;ITGOA;ESVLC
982;399067;393186.0;43726,40625;43727,77083;43726,41606;43727,82741;9466867.0;VRHM7;HK;CSCL STAR;COSCO;FRFOS;ITGOA;ESVLC
983;399056;;43690,16667;43690,75;;;9247936.0;IBZI;IT;GRANDE ROMA;AMARSUD;FRFOS;ITSVN;TRGEM
984;399045;;43684,16667;43684,75;;;9247936.0;IBZI;IT;GRANDE ROMA;AMARSUD;FRFOS;ITSVN;TRGEM
985;399046;392619.0;43680,625;43680,79167;43680,6252;43680,83383;9252773.0;5BSX3;CY;FLENSBURG;SEAGOLINE;FRFOS;ITSPE;ESBCN
986;399031;;43682,16667;43682,75;;;9247936.0;IBZI;IT;GRANDE ROMA;AMARSUD;FRFOS;ITLIV;TRGEM
987;398984;392902.0;43703,66667;43704,02083;43703,66405;43704,07419;9252577.0;DCPX2;DE;NORTHERN MONUMENT;MAERSK;FRFOS;ESVLC;ITGOA
988;398971;392573.0;43677,08333;43677,75;43677,08291;43677,8101;9427964.0;DHDT2;DE;PARANA;PROMARMED;FRFOS;TRGEM;FRSET
989;398946;392832.0;43698,59375;43699,04167;43698,59089;43699,09574;9192442.0;OYVQ2;DK;NELE MAERSK;SEAGOLINE;FRFOS;ITGOA;ESBCN
990;398944;392806.0;43696,66667;43697,58333;43696,66806;43697,65278;9315214.0;S6CH2;SG;MAERSK SERANGOON;MAERSK;FRFOS;ESVLC;ITGOA
991;398945;392836.0;43699,08333;43699,55208;43699,08758;43699,59013;9220897.0;OWVI2;DK;NYSTED MAERSK;MAERSK;FRFOS;ITSPE;ESALG
992;398922;392706.0;43688,08333;43688,76042;43688,08142;43688,80127;9406843.0;A8PC2;PT;DEVON;MSC;FRFOS;DZALG;ITSPE
993;398921;392778.0;43694,375;43694,72917;43694,38333;43694,78606;9127021.0;D5ND3;LR;AVRA MITERAS;MSC;FRFOS;DZALG;ITSPE
994;398887;392516.0;43672,25;43672,70833;43672,24527;43672,75324;9104263.0;9HA2388;MT;SEA AMAZON;AFCC;FRFOS;ITSAL;ITSAL
995;398858;392524.0;43673,10417;43674,875;43673,10631;43674,92652;9306718.0;9HZV7;MT;NEPTUNE THELISIS;PROMARMED;FRFOS;ESBCN;MAPTM
996;398854;392944.0;43706,36458;43706,83333;43706,36382;43706,88735;9293789.0;CQIH4;PT;CONTI COURAGE;MSC;FRFOS;ITSPE;ESVLC
997;398856;392970.0;43708,08333;43708,45833;43708,07837;43708,50979;8715857.0;3FIF9;PA;MSC SARISKA;MSC;FRFOS;ITGOA;ESBCN
998;398853;392862.0;43701,0625;43701,41667;43701,06498;43701,46001;9618288.0;3EVX2;PA;MSC ALGHERO;MSC;FRFOS;ITSPE;ESVLC
999;398852;392956.0;43707,08333;43707,59375;43707,08041;43707,65308;9349796.0;D5BL4;LR;MSC MONTEREY;MSC;FRFOS;ITGOA;ESCAS
1000;398850;392986.0;43709,64583;43712,48958;43709,65028;43712,54832;9461374.0;3EXX9;PA;MSC ALEXANDRA;MSC;FRFOS;ITGOA;ESVLC
1001;398851;392567.0;43676,375;43677,04167;43676,36895;43677,08105;9406843.0;A8PC2;PT;DEVON;MSC;FRFOS;DZALG;ITSPE
1002;398750;392861.0;43701,02083;43701,94792;43701,01866;43701,99311;9491850.0;TCZK8;TR;GULBENIZ A;ARKAS;FRFOS;ESBCN;GRPIR
1003;398676;392716.0;43689,11111;43690,08333;43689,10972;43690,14792;9200811.0;VRMU9;HK;OAKLAND EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
1004;398677;392800.0;43696,08333;43696,61458;43696,08262;43696,68339;9193317.0;DMRX;DE;ROTTERDAM EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
1005;398678;392893.0;43703,08333;43703,61458;43703,08654;43703,72034;9193290.0;DGTX;DE;TOKYO EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
1006;398628;392654.0;43684,3125;43685,45833;43684,31251;43685,50012;9227912.0;IBTF;IT;GRANDE ITALIA;AMARSUD;FRFOS;ITSVN;TRIZT
1007;398604;392439.0;43666,0625;43666,45833;43666,05648;43666,51109;9481049.0;9V7985;SG;VIKING AMBER;AFCC;FRFOS;SIKOP;ESTAR
1008;398588;392728.0;43690,04167;43691,01042;106147,0424;43691,06597;9299630.0;5BLX5;FR;CMA CGM NABUCCO;CMACGM;FRFOS;ESALG;ITGOA
1009;398520;392871.0;43701,64583;43703,02083;43701,64259;43703,07847;9410789.0;2DBC9;GB;CMA CGM COLUMBA;CMACGM;FRFOS;ESBCN;ITGOA
1010;398512;392885.0;43702,54167;43703,73958;43702,53711;43703,77983;9304801.0;BPBF;CN;XIN YAN TAI;COSCO;FRFOS;ESBCN;ITGOA
1011;398511;392401.0;43664,20833;43664,70833;43664,20147;43664,76983;9104263.0;9HA2388;MT;SEA AMAZON;AFCC;FRFOS;GRPIR;ITSAL
1012;398461;392768.0;43693,0625;43693,82292;43693,06351;43693,86707;9406635.0;9HA2360;MT;CMA CGM RABELAIS;CMACGM;FRFOS;FRLEH;ITGOA
1013;398418;393016.0;43712,72917;43713,33333;43712,72875;43713,39804;9337028.0;CQFI;PT;SPINEL;ARKAS;FRFOS;ITGOA;ESBCN
1014;398414;392532.0;43673,69792;43674,28125;43673,71814;43674,31892;9318761.0;5BWS4;CY;ADILIA I;SEAGOLINE;FRFOS;ITSPE;ESBCN
1015;398407;392445.0;43666,5;43668,46528;43666,50507;43668,51372;9227912.0;IBTF;IT;GRANDE ITALIA;AMARSUD;FRFOS;ITSAL;ITSAL
1016;398396;392423.0;43665,08333;43665,44792;43665,08926;43665,49044;9306718.0;9HZV7;MT;NEPTUNE THELISIS;PROMARMED;FRFOS;ESBCN;MAPTM
1017;398394;392868.0;43701,60417;43702,04167;43701,60751;43702,09436;8715871.0;H3XG;PA;MSC PILAR;MSC;FRFOS;ITGOA;ESBCN
1018;398392;392821.0;43697,65625;43698,0625;43697,66131;43698,11939;9290282.0;3EA02;PA;MSC RACHELE;MSC;FRFOS;FRLEH;ITSPE
1019;398393;;43699,08333;43699,75;;;9372872.0;A8RH4;LR;BURGUNDY;MSC;FRFOS;ITGOA;ESVLC
1020;398321;392825.0;43698,10417;43698,57292;43698,10781;43698,61851;9318266.0;9V3931;SG;ASIATIC KING;ZIM;FRFOS;ILHFA;ITGOA
1021;398319;392651.0;43684,0625;43684,5;43684,06515;43684,55559;9318266.0;9V3931;SG;ASIATIC KING;ZIM;FRFOS;ILHFA;ITGOA
1022;398317;393223.0;43729,13542;43731,02083;43729,14208;43731,08648;9820908.0;HPFB;PA;YM WELLBEING;CLB;FRFOS;ITGOA;GRPIR
1023;398316;393035.0;43714,72917;43716,54167;43714,68333;43716,6177;9757228.0;3EDZ7;PA;YM WARRANTY;CLB;FRFOS;ITGOA;GRPIR
1024;398315;392971.0;43708,16667;43709,96875;43708,16867;43710,03269;9704647.0;VROO5;HK;YM WARMTH;CLB;FRFOS;ITGOA;GRPIR
1025;398310;393007.0;43712;43713,44792;43712,00049;43713,51064;9737498.0;9V3478;SG;TAIPEI TRIUMPH;EVERGREEN;FRFOS;ITGOA;ESVLC
1026;398308;392921.0;43705;43706,61458;43704,99421;43706,67977;9737503.0;3FMG7;PA;TEXAS TRIUMPH;EVERGREEN;FRFOS;ITGOA;ESVLC
1027;398303;;43689,04167;43689,45833;;;9127021.0;D5ND3;LR;AVRA MITERAS;MSC;FRFOS;DZALG;ITSPE
1028;398298;392672.0;43685,66667;43686,47917;43685,65977;43686,53464;9349502.0;D5ME2;LR;AL KHARJ;HAPAG;FRFOS;FRLEH;ITGOA
1029;398297;392911.0;43704,51042;43705,125;43704,49782;43705,16736;9626041.0;VRLX5;HK;GENOA EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
1030;398299;392847.0;43699,66667;43700,03125;43699,66266;43700,07789;9349564.0;V7VM8;MH;AL RAWDAH;HAPAG;FRFOS;FRLEH;ITGOA
1031;398294;;43690,125;43691,04167;;;9626053.0;VRLX6;HK;BARCELONA EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
1032;398295;392842.0;43699,375;43699,90625;43699,36846;43699,94771;9610169.0;VRLX4;HK;DETROIT EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
1033;398293;392652.0;43684,25;43686,29167;43684,25347;43686,36225;9165358.0;ZCBP6;BM;MISSISSAUGA EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
1034;398285;392746.0;43691,4375;43691,89583;43691,43659;43691,95308;9344954.0;V5028;SG;MAERSK VALENCIA;SEAGOLINE;FRFOS;ITGOA;ESBCN
1035;398277;392888.0;43702,64583;43704,875;43702,64306;43704,94097;9399002.0;3FIA2;PA;MSC DANIELA;MSC;FRFOS;ITGOA;ESVLC
1036;398262;392382.0;43662,375;43662,79167;43662,37581;43662,84669;9438717.0;SVBS2;GR;NEPTUNE KEFALONIA;PROMARMED;FRFOS;TRGEM;FRSET
1037;398239;392690.0;43686,64583;43687,69792;43686,64447;43687,75707;9627980.0;VRME7;HK;OOCL MALAYSIA;OOCL;FRFOS;ESBCN;ITGOA
1038;398232;392774.0;43694,04167;43695,92708;43694,04045;43695,9912;9469572.0;A8XP9;LR;CMA CGM ALASKA;CMACGM;FRFOS;ESBCN;ITGOA
1039;398227;392460.0;43667,78125;43667,90625;43667,77753;43667,95421;9252773.0;5BSX3;CY;FLENSBURG;SEAGOLINE;FRFOS;ITSPE;ESBCN
1040;398191;392798.0;43695,96875;43696,80208;43695,96551;43696,85266;9354167.0;9V5990;SG;X-PRESS ANNAPURNA;HAPAG;FRFOS;ESBCN;ITGOA
1041;398190;392717.0;43689,11111;43689,90625;43689,16667;43689,96597;9229855.0;DGHX;DE;BERLIN EXPRESS;HAPAG;FRFOS;ESBCN;ITGOA
1042;398189;392799.0;43696,0625;43698,83333;43696,06258;43698,88914;9842085.0;D5TM2;LR;MSC FAITH;MSC;FRFOS;ITGOA;ESVLC
1043;398175;392775.0;43694,08333;43694,60417;43694,08306;43694,65588;9281267.0;H3RF;PA;MSC ORNELLA;MSC;FRFOS;ITGOA;ESBCN
1044;398174;;43708,08333;43708,75;;;9243394.0;VRY02;HK;SEAMAX DARIEN;MSC;FRFOS;ITSPE;ESVLC
1045;398172;392767.0;43693,04167;43693,45833;43693,04214;43693,51979;9110377.0;3EZB4;PA;MSC SAMANTHA;MSC;FRFOS;ITGOA;ESVLC
1046;398173;392331.0;43658,39583;43658,875;43658,39317;43658,92483;9306718.0;9HZV7;MT;NEPTUNE THELISIS;PROMARMED;FRFOS;ESBCN;FRSET
1047;398170;392772.0;43693,65625;43694,33333;43693,65936;43694,42183;9349605.0;D5DU8;LR;AGIOS DIMITRIOS;MSC;FRFOS;FRLEH;ITSPE
1048;398134;;43689,75;43690,5;;;9085558.0;D5RL4;LR;MAERSK KARLSKRONA;MAERSK;FRFOS;ESVLC;ITGOA
1049;398131;392681.0;43686,08333;43686,60417;43686,07905;43686,66009;9356139.0;OZDK2;DK;MAERSK NORFOLK;MAERSK;FRFOS;ITSPE;ESALG
1050;398119;392315.0;43657,35417;43657,79167;43657,35422;43657,83841;9451721.0;9HA3929;MT;NEPTUNE HORIZON;PROMARMED;FRFOS;TRGEM;FRSET
1051;398104;;43677,08333;43679,08333;;;9516430.0;VRMR5;HK;COSCO NETHERLANDS;COSCO;FRFOS;ITGOA;ESVLC
1052;398106;392747.0;43691,44792;43694,53125;43691,45505;43694,58958;9467275.0;VRIQ7;HK;CSCL MERCURY;COSCO;FRFOS;ITGOA;ESVLC
1053;398105;392655.0;43684,375;43686;43684,37532;43686,05069;9467251.0;VRIE8;HK;CSCL VENUS;COSCO;FRFOS;ITGOA;ESVLC
1054;398101;392666.0;43685,10417;43685,91667;43685,10034;43685,98472;9230490.0;HOIU;PA;MSC LORETTA;MSC;FRFOS;FRLEH;ITSPE
1055;398096;392574.0;43677,09028;43677,42708;43677,09668;43677,46648;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
1056;398097;392741.0;43691,08333;43691,52083;43691,08416;43691,56134;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
1057;398099;393097.0;43719,11458;43719,64931;43719,11528;43719,68193;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
1058;398098;392923.0;43705,08333;43705,63542;43705,09343;43705,66715;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
1059;398016;392640.0;43682,80208;43683,69792;43682,80625;43683,76111;9315238.0;S6CH4;SG;MAERSK SEBAROK;MAERSK;FRFOS;ESVLC;ITGOA
1060;398011;392596.0;43679,03125;43679,45833;43679,02769;43679,5249;9236652.0;9HA4334;MT;Kent Trader;SEAGOLINE;FRFOS;ESBCN;GRPIR
1061;398010;392592.0;43678,375;43678,75;43678,34755;43678,79942;9192478.0;OZWP2;DK;NORA MAERSK;MAERSK;FRFOS;ITSPE;ESALG
1062;398008;392553.0;43675,66667;43677,07292;43675,66757;43677,12464;9299783.0;FMEL;FR;CMA CGM TOSCA;CMACGM;FRFOS;ESALG;ITGOA
1063;398007;392599.0;43679,0625;43679,85417;43679,06181;43679,91806;9406611.0;9HA2284;MT;CMA CGM MUSSET;CMACGM;FRFOS;FRLEH;ITGOA
1064;398002;392607.0;43679,66667;43681,88542;43679,66644;43681,94167;9410765.0;2CRJ3;GB;CMA CGM CASSIOPEIA;CMACGM;FRFOS;ESBCN;ITGOA
1065;397993;392699.0;43687,54167;43688,5;43687,54084;43688,54766;9343089.0;9HA38;MT;SINE A;ARKAS;FRFOS;ESBCN;GRPIR
1066;397955;392611.0;43680,10417;43680,78125;43680,10668;43680,83111;9279977.0;H8FC;PA;MSC POH LIN;MSC;FRFOS;ITGOA;ESBCN
1067;397954;392694.0;43687,08333;43687,5;43687,08546;43687,54537;9605243.0;VRMO7;HK;MSC ALGECIRAS;MSC;FRFOS;ITSPE;ESVLC
1068;397958;392698.0;43687,41667;43687,85417;43687,41554;43687,92784;9237151.0;A8EU2;PA;MSC DONATA;MSC;FRFOS;ITGOA;ESBCN
1069;397951;392608.0;43679,77083;43680,4375;43679,74306;43680,51042;9320403.0;3EBO9;PA;MSC LORENA;MSC;FRFOS;ITGOA;ESVLC
1070;397947;392447.0;43666,83333;43667,61458;43666,8311;43667,65156;9406843.0;A8PC2;PT;DEVON;MSC;FRFOS;DZALG;ITSPE
1071;397953;392602.0;43679,27083;43679,95833;43679,26284;43680,01823;9618264.0;3FSG8;PA;MSC ABIDJAN;MSC;FRFOS;ITSPE;ESVLC
1072;397948;;43678,08333;43678,75;;;9285691.0;LXVQ;LU;E.R. VANCOUVER;MSC;FRFOS;FRLEH;ITSPE
1073;397946;392720.0;43689,36458;43691,39583;43689,38498;43691,45899;9399040.0;3EZQ6;PA;MSC IRENE;MSC;FRFOS;ITGOA;ESVLC
1074;397952;392685.0;43686,35417;43686,83333;43686,35501;43686,89054;9203954.0;H3LV;PA;MSC SANDRA;MSC;FRFOS;ITGOA;ESVLC
1075;397936;392338.0;43659,125;43659,25;43659,11506;43659,29307;9318761.0;5BWS4;CY;ADILIA I;SEAGOLINE;FRFOS;ITSPE;ESBCN
1076;397910;392576.0;43677,16667;43677,54167;43677,16898;43677,58799;9344681.0;A8OH5;LR;SAN ALVARO;SEAGOLINE;FRFOS;ITGOA;ESBCN
1077;397908;392548.0;43675,35417;43676,02083;43675,35537;43676,10469;9085534.0;D5OV9;LR;MAERSK KOTKA;MAERSK;FRFOS;ESVLC;ITGOA
