;cal_pre_call_number;cal_call_number;cal_eta;cal_etd;cal_rta;cal_rtd;cal_conveyance_registration;callsign;countrycode;cnvname;cal_carrier;cal_place_code;cal_last_place_code;cal_next_place_code
187;407040;301101.0;43929,67708;43930,40625;43929,68137;43930,45704;9320453.0;3EKJ4;PA;MSC ROSARIA;MSC;FRFOS;ITGOA;ESVLC
188;407039;301214.0;43942,10417;43942,75;43942,10179;43942,80794;9290543.0;3ECU4;PA;MSC SUSANNA;MSC;FRFOS;FRLEH;ITSPE
189;407038;301211.0;43941,375;43942,6875;43941,37584;43942,75167;9404675.0;3FYE4;PA;MSC MELATILDE;MSC;FRFOS;ITGOA;ESVLC
190;407007;;43913,125;43913,54167;;;9481075.0;9V7988;SG;VIKING DIAMOND;MARMEDSA;FRFOS;TNLGN;FRSET
191;407006;301168.0;43936,39583;43936,8125;43936,39762;43936,87128;9344681.0;A8OH5;LR;SAN ALVARO;SEAGOLINE;FRFOS;ITGOA;ESBCN
192;406996;;43909,375;43910,79167;;;9287417.0;IBHA;IT;GRANDE ANVERSA;AMARSUD;FRFOS;ITCVV;ITSVN
193;406987;;43938,08333;43938,75;;;9299484.0;TCA3420;TR;MARTHA A;ARKAS;FRFOS;ESBCN;GRPIR
194;406979;;43941,45833;43941,75;;;9289180.0;9V9863;SG;SAFMARINE CAMEROUN;MAERSK;FRFOS;ESBCN;ESALG
195;406976;;43936,45833;43937,04167;;;9085558.0;D5RL4;LR;MAERSK KARLSKRONA;MAERSK;FRFOS;ESVLC;ITVDL
196;406975;;43915,125;43915,54167;;;9438717.0;SVBS2;GR;NEPTUNE KEFALONIA;MARMEDSA;FRFOS;TRGEM;FRSET
197;406936;300877.0;43907,36458;43907,85417;43907,36409;43907,8928;9501863.0;V2EM7;AG;CAROLINE;NAVITRANS;FRFOS;BJCOO;ESBIO
198;406930;;43921,41667;43921,83333;;;8807155.0;9HKH6;MT;NEPTUNE AVRA;MARMEDSA;FRFOS;ESVLC;MAPTM
199;406929;300862.0;43905,5625;43906,5625;43905,55623;43906,60781;9306706.0;9HZW7;MT;NEPTUNE OKEANIS;MARMEDSA;FRFOS;ESBCN;MAPTM
200;406928;;43908,125;43908,54167;;;9451719.0;ZDJO7;GI;MONZA EXPRESS;MARMEDSA;FRFOS;FRMRS;FRSET
201;406926;301158.0;43935,67708;43937,11458;43935,69097;43937,14931;9300805.0;VRBX7;HK;OOCL EUROPE;OOCL;FRFOS;ESALG;ITGOA
202;406925;301219.0;43942,45833;43946,11458;43942,47061;43946,17807;9627980.0;VRME7;HK;OOCL MALAYSIA;OOCL;FRFOS;ESBCN;ITGOA
203;406915;301026.0;43923,3125;43924,29167;43923,30413;43924,32045;9366483.0;9V3933;SG;ASIATIC ISLAND;ZIM;FRFOS;ILHFA;ITGOA
204;406887;301413.0;43962,64583;43964,11458;43962,64073;43964,15625;9343728.0;DGZL;DE;BREMEN EXPRESS;HAPAG;FRFOS;ESALG;ITGOA
205;406864;301090.0;43929,09375;43929,64583;43929,09343;43929,69919;9344564.0;9HA3880;MT;OREGON TRADER;SEAGOLINE;FRFOS;ITGOA;ESBCN
206;406863;301106.0;43930,42708;43931,13542;43930,42485;43931,18616;9192478.0;OZWP2;DK;NORA MAERSK;MAERSK;FRFOS;ESBCN;ESALG
207;406845;301118.0;43931,73958;43932,72917;43931,73311;43932,78267;9605152.0;VRME8;HK;MSC ANTALYA;MSC;FRFOS;ITSPE;ESVLC
208;406846;;43934,66667;43935,45833;;;8715869.0;HPQE;PA;MSC FEDERICA;MSC;FRFOS;TRTEK;ESBCN
209;406842;301078.0;43928,10417;43928,52083;43928,10084;43928,56286;9330238.0;D5EVF4;LR;VEGA EPSILON;MSC;FRFOS;DZALG;ITSPE
210;406841;;43927,08333;43927,5;;;9330238.0;D5EVF4;LR;VEGA EPSILON;MSC;FRFOS;ITSPE;DZALG
211;406844;301109.0;43930,79167;43931,79167;43930,79697;43931,82725;9286243.0;D5UY6;LR;CONTI MAKALU;MSC;FRFOS;FRLEH;ITSPE
212;406834;301140.0;43933,66667;43935,73958;43933,6585;43935,8065;9399014.0;3FUF2;PA;MSC BEATRICE;MSC;FRFOS;ITGOA;ESVLC
213;406782;;43928,45833;43929,04167;;;9315238.0;S6CH4;SG;MAERSK SEBAROK;MAERSK;FRFOS;ESVLC;ITVDL
214;406767;300756.0;43897,625;43899,35417;43897,63876;43899,39965;9327578.0;DCTW2;DE;BENEDIKT;CMACGM;FRFOS;DZSKI;ESVLC
215;406746;301130.0;43933,10417;43936,11458;43933,10208;43936,18889;9706750.0;3FIZ;PA;MUNCHEN BRIDGE;ONE;FRFOS;ITGOA;GRPIR
216;406743;301243.0;43944,54167;43946,42708;43944,53914;43946,47898;9295268.0;DCUJ2;DE;CHICAGO EXPRESS;HAPAG;FRFOS;ESALG;ITGOA
217;406742;301138.0;43933,375;43934,40625;43933,38196;43934,47068;9224300.0;VRBH6;HK;SEASPAN HAMBURG;HAPAG;FRFOS;ITGOA;ESBCN
218;406741;301067.0;43927,33333;43928,16667;43927,33108;43928,22549;9200823.0;VRMW7;HK;HALIFAX EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
219;406740;301049.0;43925,375;43927,11458;43925,37317;43927,17096;9450416.0;DGWF2;DE;VIENNA EXPRESS;HAPAG;FRFOS;ESALG;ITGOA
220;406707;;43935,5;43936,08333;;;9626053.0;VRLX6;HK;BARCELONA EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
221;406708;301224.0;43943,10417;43943,79167;43943,10363;43943,85517;9232565.0;DDSD2;DE;LIVERPOOL EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
222;406698;300771.0;43898,6875;43899,5625;43898,68847;43899,61784;9306706.0;9HZW7;MT;NEPTUNE OKEANIS;MARMEDSA;FRFOS;ESBCN;MAPTM
223;406695;300815.0;43902,375;43902,77083;43902,37911;43902,81971;9361835.0;C6XA4;BS;CSCC TIANJIN;AMARSUD;FRFOS;PTSET;TRGEB
224;406696;300798.0;43900,86458;43901,52083;43900,875;43901,57953;9440095.0;9HA2350;MT;NEPTUNE ODYSSEY;MARMEDSA;FRFOS;FRMRS;FRSET
225;406687;300762.0;43898,125;43898,47917;43898,12856;43898,53692;9440083.0;SVBS3;GR;NEPTUNE ITHAKI;MARMEDSA;FRFOS;TRGEM;FRSET
226;406677;301110.0;43931,17708;43932,11458;43931,17279;43932,167;9356127.0;OZDJ2;DK;MAERSK NEWPORT;SEAGOLINE;FRFOS;ESBCN;GRPIR
227;406676;;43928,66667;43929,41667;;;9406960.0;9HA3437;MT;GLUECKSBURG;SEAGOLINE;FRFOS;ILHFA;ESBCN
228;406669;301012.0;43921,66667;43923,66667;43921,66041;43923,73813;9484560.0;A8VL6;LR;CAP JACKSON;MAERSK;FRFOS;ITGOA;ESBCN
229;406668;301309.0;43951,10417;43955,125;43951,10316;43955,18031;9665621.0;9V2231;SG;THALASSA ELPIDA;EVERGREEN;FRFOS;ITGOA;ESVLC
230;406666;301091.0;43929,10417;43930,75;43929,10513;43930,79778;9222302.0;A8VP5;LR;DIAPOROS;COSCO;FRFOS;ESBCN;ITGOA
231;406665;301148.0;43934,51042;43935,63542;43934,51179;43935,68476;9349526.0;A9HX;LR;MAYSSAN;HAPAG;FRFOS;ESBCN;ITGOA
232;406664;301002.0;43920,46875;43921,16667;43920,47348;43921,22287;9356139.0;OZDK2;DK;MAERSK NORFOLK;MAERSK;FRFOS;MAPTM;ITVDL
233;406663;300941.0;43913,70833;43914,60417;43913,70417;43914,66389;9632210.0;9V9926;SG;APL MEXICO CITY;CMACGM;FRFOS;FRLEH;ITSPE
234;406654;301009.0;43921,375;43922,45833;43921,37552;43922,53598;9085534.0;D5OV9;LR;MAERSK KOTKA;MAERSK;FRFOS;ESVLC;ITVDL
235;406648;300973.0;43917,69792;43918,45833;43917,69539;43918,50916;9403463.0;A8PT9;LR;SAG GOOD TIMING;MSC;FRFOS;ITSPE;DZALG
236;406649;;43925,125;43925,79167;;;9330238.0;D5EVF4;LR;VEGA EPSILON;MSC;FRFOS;ITSPE;DZALG
237;406639;;43927,66667;43928,5;;;9281267.0;H3RF;PA;MSC ORNELLA;MSC;FRFOS;TRIZM;ESBCN
238;406638;301015.0;43922,125;43922,6875;43922,12306;43922,75782;9285471.0;D5UA6;HK;MSC TIANJIN;MSC;FRFOS;FRLEH;ITSPE
239;406634;301227.0;43943,29167;43944,47917;43943,29207;43944,52201;9406647.0;9HA2362;MT;CMA CGM RACINE;CMACGM;FRFOS;ESBCN;ITGOA
240;406630;301340.0;43954,375;43956,11458;43954,40625;43956,17006;9299783.0;FMEL;FR;CMA CGM TOSCA;CMACGM;FRFOS;ESALG;ITGOA
241;406629;;44022,16667;44024,04167;;;9354923.0;DFUM2;DE;CMA CGM VELA;CMACGM;FRFOS;ESALG;ITGOA
242;406627;301277.0;43948,11458;43949,58333;43948,11811;43949,63633;9410806.0;2DPF8;GB;CMA CGM LYRA;CMACGM;FRFOS;ESVLC;ITGOA
243;406624;;44006,125;44007,83333;;;9472141.0;VRJL6;HK;COSCO FAITH;COSCO;FRFOS;ITGOA;ESVLC
244;406625;301265.0;43946,66667;43948,35417;43946,66891;43948,4097;9757864.0;VRRJ2;HK;COSCO SHIPPING ALPS;COSCO;FRFOS;ESVLC;GRPIR
245;406626;;44013,125;44013,54167;;;9757864.0;VRRJ2;HK;COSCO SHIPPING ALPS;COSCO;FRFOS;ITGOA;ESVLC
246;406623;301184.0;43938,75;43940,40625;43938,75689;43940,45811;9472141.0;VRJL6;HK;COSCO FAITH;COSCO;FRFOS;ITGOA;ESVLC
247;406621;;43978,08333;43978,5;;;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
248;406618;301162.0;43936,125;43936,60417;43936,12611;43936,65894;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
249;406619;301299.0;43950,11458;43950,45833;43950,10426;43950,48958;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
250;406620;301423.0;43964,10417;43964,46875;43964,10512;43964,51528;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
251;406622;;43992,08333;43992,5;;;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
252;406616;301042.0;43924,66667;43925,47917;43924,67138;43925,53093;9618288.0;3EVX2;PA;MSC ALGHERO;MSC;FRFOS;ITSPE;ESVLC
253;406615;300854.0;43905,14583;43905,54167;43905,14237;43905,58257;9138355.0;2HEP7;GB;K-RIVER;SEAGOLINE;FRFOS;ITSPE;ESBCN
254;406614;301061.0;43926,35417;43926,70833;43926,34995;43926,75582;9349813.0;3EQT;PA;MSC CARMEN;MSC;FRFOS;ITGOA;ESVLC
255;406613;301097.0;43929,36458;43931,6875;43929,36372;43931,75969;9484479.0;A8ZV6;LR;MSC TRIESTE;MSC;FRFOS;ITGOA;ESVLC
256;406612;300777.0;43899,125;43899,44792;43899,12514;43899,50139;9403463.0;A8PT9;LR;SAG GOOD TIMING;MSC;FRFOS;ITSPE;DZALG
257;406594;301296.0;43949,625;43953,79167;43949,62603;43953,8614;9757228.0;3EDZ7;PA;YM WARRANTY;CLB;FRFOS;ITGOA;GRPIR
258;406533;300938.0;43913,52083;43914,16667;43913,52053;43914,21736;9347956.0;D5TP5;LR;CONTSHIP DON;ZIM;FRFOS;ILHFA;ITGOA
259;406521;300732.0;43895,13542;43897,03125;43895,13287;43896,07475;9403463.0;A8PT9;LR;SAG GOOD TIMING;MSC;FRFOS;DZALG;ITSPE
260;406510;301210.0;43941,25;43944,11458;43941,2485;43944,16685;9708461.0;VRPE6;HK;YM WIND;CLB;FRFOS;ITGOA;GRPIR
261;406478;;43911,70833;43912,08333;;;9227924.0;IBTD;IT;GRANDE SPAGNA;AMARSUD;FRFOS;ITSVN;ITSAL
262;406446;300665.0;43889,97917;43890,52083;43889,97016;43890,59064;9519133.0;3FMC5;PA;MORNING CELINE;WILHELMSEN;FRFOS;ITLIV;MACAS
263;406426;300977.0;43918,16667;43918,5;43918,16135;43918,53833;9252773.0;5BSX3;CY;FLENSBURG;SEAGOLINE;FRFOS;ESVLC;ESBCN
264;406419;300693.0;43892,10417;43892,57292;43892,10539;43892,61934;9306706.0;9HZW7;MT;NEPTUNE OKEANIS;MARMEDSA;FRFOS;ESVLC;FRSET
265;406417;;43891,125;43891,54167;;;9451006.0;V2ER2;MH;MEDITERRANEAN SEA;MARMEDSA;FRFOS;MAPTM;ITLIV
266;406418;300694.0;43892,14583;43892,91667;43892,16782;43892,97692;9668506.0;SVBZ1;MT;NEPTUNE THALASSA;MARMEDSA;FRFOS;TRGEM;FRSET
267;406387;;43900,5;43901,08333;;;9232565.0;DDSD2;DE;LIVERPOOL EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
268;406368;300987.0;43919,125;43920,40625;43919,12522;43920,50331;9491850.0;TCZK8;TR;GULBENIZ A;ARKAS;FRFOS;ESBCN;GRPIR
269;406366;300955.0;43915,41667;43915,76042;43915,41678;43915,8102;9365831.0;V7PR8;MH;APOSTOLOS II;ARKAS;FRFOS;ITGOA;ESBCN
270;406364;;43903,70833;43905,5;;;9622590.0;VRLJ3;HK;OOCL BRUSSELS;OOCL;FRFOS;ESBCN;ITGOA
271;406363;300949.0;43914,75;43916,125;43914,75198;43916,18272;9220885.0;OVYB2;DK;NEXOE MAERSK;MAERSK;FRFOS;MAPTM;ITGOA
272;406331;;43918,70833;43919,125;;;9315226.0;S6CH3;SG;MAERSK SEMBAWANG;MAERSK;FRFOS;ESVLC;ITGOA
273;406308;300556.0;43881,42708;43888,20833;43881,43689;43888,24104;9207261.0;TCDR;TR;DENIZHAN BAYRAKTAR;AGENA;FRFOS;ESSAG;TRGEM
274;406301;300627.0;43886,875;43887,875;43886,88542;43887,93065;9481075.0;9V7988;SG;VIKING DIAMOND;MARMEDSA;FRFOS;FRMRS;ESBCN
275;406288;300587.0;43884,05208;43885,44792;43884,05508;43885,49642;9306706.0;9HZW7;MT;NEPTUNE OKEANIS;MARMEDSA;FRFOS;ESBCN;MAPTM
276;406241;300651.0;43888,6875;43889,8125;43888,69183;43889,85919;9227912.0;IBTF;IT;GRANDE ITALIA;AMARSUD;FRFOS;ITSVN;ITSAL
277;406239;300894.0;43909,15625;43909,79167;43909,15174;43909,84039;9344681.0;A8OH5;LR;SAN ALVARO;SEAGOLINE;FRFOS;ITGOA;ESBCN
278;406236;300867.0;43906,39583;43909,34375;43906,39344;43909,40344;9741401.0;H9NL;PA;ONE CRANE;ONE;FRFOS;ITGOA;GRPIR
279;406227;300874.0;43907,16667;43909,60417;43907,16436;43909,65035;9343728.0;DGZL;DE;BREMEN EXPRESS;HAPAG;FRFOS;ESALG;ITGOA
280;406200;300682.0;43891,125;43892;43891,13567;43892,04362;9138355.0;2HEP7;GB;K-RIVER;SEAGOLINE;FRFOS;ITSPE;ESBCN
281;406202;300886.0;43908,33333;43909,125;43908,332;43909,1695;9220897.0;OWVI2;DK;NYSTED MAERSK;MAERSK;FRFOS;MAPTM;ITVDL
282;406194;300925.0;43912,1875;43913,20833;43912,17973;43913,26912;9299484.0;TCA3420;TR;MARTHA A;ARKAS;FRFOS;ESBCN;GRPIR
283;406187;300963.0;43916,66667;43917,42708;43917,47674;43917,47662;9229855.0;DGHX;DE;BERLIN EXPRESS;HAPAG;FRFOS;ESBCN;ITGOA
284;406185;300869.0;43906,46875;43906,82292;43906,46308;43906,89166;9200811.0;VRMU9;HK;OAKLAND EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
285;406186;300935.0;43913,33333;43914,3125;43913,32226;43914,38252;9143544.0;DGSE;DE;KOBE EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
286;406188;300997.0;43920,08333;43921,125;43920,08403;43921,17708;9354167.0;9V5990;SG;X-PRESS ANNAPURNA;HAPAG;FRFOS;ESBCN;ITGOA
287;406184;300792.0;43900,39583;43900,96875;43900,39148;43901,03277;9200809.0;VRNE9;HK;SINGAPORE EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
288;406179;;43891,125;43891,5;;;9336347.0;D5HV8;LR;VEGA ZETA;MSC;FRFOS;ESVLC;DZBJA
289;406175;300961.0;43916,40625;43917,45833;43916,4041;43917,50944;9235050.0;H9MW;PA;MSC ALYSSA;MSC;FRFOS;ITGOA;ESVLC
290;406178;300632.0;43887,125;43888,34375;43887,13106;43888,39104;9347970.0;V2OWZ;LT;TOKATA;MSC;FRFOS;ITGIT;ESVLC
291;406177;300984.0;43918,70833;43919,5;43918,70876;43919,56597;9141297.0;D5GE9;LR;MSC ROCHELLE;MSC;FRFOS;TRTEK;ESBCN
292;406176;;43922,125;43923,79167;;;9720457.0;3FFR5;PA;MSC SILVIA;MSC;FRFOS;ITSPE;ESVLC
293;406174;300540.0;43880,22917;43880,72917;43880,24516;43880,77878;9328728.0;H9JT;PA;SEA HELLINIS;AFCC;FRFOS;ESTAR;ESTAR
294;406171;301006.0;43920,60417;43921,5;43920,60125;43921,54063;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
295;406169;300633.0;43887,125;43887,89931;43887,13877;43887,9375;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
296;406170;300853.0;43905,13542;43905,75;43905,13583;43905,79167;9326952.0;CQBP;PT;TROUPER;COSCO;FRFOS;ILHFA;ITGOA
297;406113;300827.0;43903,21875;43904,04167;43903,21661;43904,08183;9366483.0;9V3933;SG;ASIATIC ISLAND;ZIM;FRFOS;ILHFA;ITGOA
298;406072;301020.0;43922,72222;43923,47917;43922,72789;43923,53117;9610157.0;VRLU9;HK;LIVORNO EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
299;406073;301088.0;43928,75;43929,30208;43928,75031;43929,35365;9232589.0;DDSC2;DE;GLASGOW EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
300;406070;300948.0;43914,66667;43915,125;43914,67708;43915,1748;9626041.0;VRLX5;HK;GENOA EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
301;406069;300881.0;43907,66667;43908,125;43907,66992;43908,16801;9610169.0;VRLX4;HK;DETROIT EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
302;406068;300814.0;43902,3125;43902,73958;43902,31329;43902,78909;9232565.0;DDSD2;DE;LIVERPOOL EXPRESS;HAPAG;FRFOS;ITGOA;ESAGP
303;406053;300858.0;43905,48958;43906,52083;43905,48363;43906,58211;9315240.0;S6CH5;SG;MAERSK SENANG;MAERSK;FRFOS;ESVLC;ITGOA
304;406046;300705.0;43892,6875;43894,08333;43892,68811;43894,14185;9295268.0;DCUJ2;DE;CHICAGO EXPRESS;HAPAG;FRFOS;ESALG;ITGOA
305;406038;;43903,70833;43903,79167;;;9299783.0;FMEL;FR;CMA CGM TOSCA;CMACGM;FRFOS;ESALG;ITGOA
306;406030;300509.0;43877,29167;43877,79167;43877,29468;43877,85303;9339806.0;3EKW7;PA;GRAND HERO;MARMEDSA;FRFOS;JOAQB;ESTAR
307;406019;300522.0;43877,875;43880,04167;43877,89583;43880,09963;9390472.0;V2CQ4;AG;JSP BORA;MSC;FRFOS;ESBCN;ESBCN
308;406017;300826.0;43903,13889;43903,75;43903,13318;43903,8028;9356127.0;OZDJ2;DK;MAERSK NEWPORT;SEAGOLINE;FRFOS;ESBCN;GRPIR
309;406014;300834.0;43903,70833;43905,08333;43903,71556;43905,14069;9622617.0;VRLQ4;HK;OOCL FRANCE;OOCL;FRFOS;ESBCN;ITGOA
310;406011;300824.0;43903,06944;43904,47917;43903,06493;43904,53986;9344564.0;9HA3880;MT;OREGON TRADER;SEAGOLINE;FRFOS;ITGOA;ESBCN
311;406012;300584.0;43883,875;43884,34375;43883,86932;43884,37353;9252773.0;5BSX3;CY;FLENSBURG;SEAGOLINE;FRFOS;ITSPE;ESBCN
312;406010;300785.0;43899,45833;43900,65625;43899,46142;43900,71605;9289180.0;9V9863;SG;SAFMARINE CAMEROUN;MAERSK;FRFOS;MAPTM;ITGOA
313;406006;300899.0;43909,41667;43910,45833;43909,41981;43910,50485;9318046.0;A8IE8;LR;E.R. TOKYO;MSC;FRFOS;FRLEH;ITSPE
314;406009;300920.0;43911,69792;43912,61458;43911,68963;43912,67285;9203942.0;3FYW9;PA;MSC ANIELLO;MSC;FRFOS;TRTEK;ESBCN
315;406007;;43918,125;43918,79167;;;9203954.0;H3LV;PA;MSC SANDRA;MSC;FRFOS;ITGOA;ESVLC
316;406008;;43918,125;43918,875;;;9605231.0;VRMO6;HK;MSC ARBATAX;MSC;FRFOS;ITSPE;ESVLC
317;406005;300861.0;43905,54167;43906,08333;43905,54097;43906,12917;9403463.0;A8PT9;LR;SAG GOOD TIMING;MSC;FRFOS;DZALG;ITSPE
318;406004;;43888,125;43888,5;;;9403463.0;A8PT9;LR;SAG GOOD TIMING;MSC;FRFOS;ITSPE;DZALG
319;406003;300776.0;43899,10417;43900,28125;43899,10453;43900,38056;9461415.0;3FKL6;PA;MSC DEILA;MSC;FRFOS;ITGOA;ESVLC
320;405989;300537.0;43879,8125;43880,52083;43879,81098;43880,5731;9451721.0;9HA3929;MT;NEPTUNE HORIZON;MARMEDSA;FRFOS;MAPTM;ITLIV
321;405987;300520.0;43877,83333;43878,79167;43877,83705;43878,83403;9306706.0;9HZW7;MT;NEPTUNE OKEANIS;MARMEDSA;FRFOS;FRSET;MAPTM
322;405975;300695.0;43892,16667;43892,8125;43892,16796;43892,87932;9193305.0;DHBN;DE;SEOUL EXPRESS;HAPAG;FRFOS;ITGOA;ESBCN
323;405954;300602.0;43885,45833;43886,5;43885,45405;43886,55251;9784037.0;IBOW;IT;GRANDE BALTIMORA;AMARSUD;FRFOS;ITSVN;ESSAG
324;405764;;43873,85417;43874,83333;;;9138513.0;9V9826;SG;DON PASQUALE;WILHELMSEN;FRFOS;ITLIV;ESTAR
325;405879;300437.0;43871,66667;43872,67708;43871,68333;43872,72431;9403437.0;A8KR2;LR;VEGA AZURIT;MSC;FRFOS;ESVLC;ESBCN
326;405873;300523.0;43877,96875;43878,8125;43877,97124;43878,86587;9306251.0;V2OY4;AG;MAUREN;MSC;FRFOS;ESBCN;ESBCN
327;405861;301003.0;43920,47917;43923,75;43920,48222;43923,80267;9741413.0;H3BL;PA;NYK HAWK;ONE;FRFOS;ITGOA;GRPIR
328;405859;300676.0;43890,46528;43894,79167;43890,46449;43894,84949;9741449.0;7KBK;PA;NYK OWL;ONE;FRFOS;ITGOA;GRPIR
329;405860;300765.0;43898,33333;43901,05208;43898,32933;43901,1178;9741372.0;7KDP;PA;ONE BLUE JAY;ONE;FRFOS;ITGOA;GRPIR
330;405850;300730.0;43894,83333;43897;43894,84046;43897,06113;9467251.0;VRIE8;HK;CSCL VENUS;COSCO;FRFOS;ITGOA;ESVLC
331;405834;300613.0;43885,97917;43888,08333;43885,9776;43888,12816;9300805.0;VRBX7;HK;OOCL EUROPE;OOCL;FRFOS;ESALG;ITGOA
332;405818;301172.0;43937,3125;43938,70833;43937,30903;43938,77292;9674517.0;9HA3553;MT;APL DANUBE;CMACGM;FRFOS;FRLEH;ITSPE
333;405819;300866.0;43905,70833;43906,65625;43905,70941;43906,73002;9409194.0;2DMF2;GB;CMA CGM LAMARTINE;CMACGM;FRFOS;ESBCN;ITGOA
334;405816;300947.0;43914,70833;43916,625;43914,70764;43916,67847;9299630.0;5BLX5;FR;CMA CGM NABUCCO;CMACGM;FRFOS;ESALG;ITGOA
335;405817;;43914,125;43915,08333;;;9444285.0;A8NC5;LR;APL AUSTRIA;CMACGM;FRFOS;FRLEH;ITSPE
336;405813;300975.0;43918,16667;43920,5;43918,16986;43920,48889;9399208.0;9HA2057;MT;CMA CGM LEO;CMACGM;FRFOS;ESBCN;ITGOA
337;405815;301167.0;43936,3125;43939,34375;43936,31571;43939,40596;9354923.0;DFUM2;DE;CMA CGM VELA;CMACGM;FRFOS;ESBCN;ITGOA
338;405814;301087.0;43928,58333;43931,11458;43928,58542;43931,17639;9410765.0;2CRJ3;GB;CMA CGM CASSIOPEIA;CMACGM;FRFOS;ESBCN;ITGOA
339;405811;300724.0;43894,70833;43896,45833;43894,70106;43896,50226;9406960.0;9HA3437;MT;GLUECKSBURG;SEAGOLINE;FRFOS;ITGOA;ESBCN
340;405810;300766.0;43898,44792;43899,05208;43898,45119;43899,12525;9252577.0;DCPX2;DE;NORTHERN MONUMENT;MAERSK;FRFOS;ESVLC;ITGOA
341;405808;300684.0;43891,5625;43892,5;43891,56429;43892,57164;9315214.0;S6CH2;SG;MAERSK SERANGOON;MAERSK;FRFOS;ESVLC;ITGOA
342;405809;300709.0;43892,85417;43893,61458;43892,85953;43893,66628;9192478.0;OZWP2;DK;NORA MAERSK;MAERSK;FRFOS;MAPTM;ITGOA
343;405774;;43881,125;43881,54167;;;9438717.0;SVBS2;GR;NEPTUNE KEFALONIA;MARMEDSA;FRFOS;TRGEM;FRSET
344;405772;;43876,20833;43876,79167;;;8807155.0;9HKH6;MT;NEPTUNE AVRA;MARMEDSA;FRFOS;GRPIR;ESSDR
345;405770;300623.0;43886,53125;43886,83333;43886,52814;43886,88428;9427964.0;DHDT2;DE;PARANA;MARMEDSA;FRFOS;FRSET;ESBCN
346;405771;300490.0;43876,125;43876,52083;43876,12605;43876,57204;9451006.0;V2ER2;MH;MEDITERRANEAN SEA;MARMEDSA;FRFOS;TRGEM;FRSET
347;405760;300510.0;43877,34375;43878,125;43877,33799;43878,17154;9245677.0;5BRW4;CY;MAREN;SEAGOLINE;FRFOS;ITSPE;ESBCN
348;405755;300388.0;43868,125;43869,45833;43868,1286;43869,50701;9306706.0;9HZW7;MT;NEPTUNE OKEANIS;MARMEDSA;FRFOS;ESBCN;MAPTM
349;405703;300812.0;43902,11458;43902,57292;43902,11524;43902,63567;9349796.0;D5BL4;LR;MSC MONTEREY;MSC;FRFOS;ITGOA;ESVLC
350;405704;300838.0;43904,10417;43904,9375;43904,10376;43904,98451;9710426.0;3FAI9;PA;MSC ANZU;MSC;FRFOS;ITSPE;ESVLC
351;405705;300848.0;43904,69792;43905,42708;43904,69899;43905,50448;9279977.0;H8FC;PA;MSC POH LIN;MSC;FRFOS;TRTEK;ESBCN
352;405700;300438.0;43871,69792;43872,02083;43871,70122;43872,07727;9403463.0;A8PT9;LR;SAG GOOD TIMING;MSC;FRFOS;ITSPE;DZALG
353;405702;300816.0;43902,375;43902,97917;43902,37569;43903,04931;9710438.0;CQZK;PT;MSC CHANNE;MSC;FRFOS;FRLEH;ITSPE
354;405701;300689.0;43891,77083;43892,08333;43891,79012;43892,13735;9390472.0;V2CQ4;AG;JSP BORA;MSC;FRFOS;ITSPE;DZALG
355;405699;300878.0;43907,40625;43909,08333;43907,40507;43909,56458;9484467.0;3FDW4;PA;MSC VANDYA;MSC;FRFOS;ITGOA;ESVLC
356;405650;300752.0;43896,72917;43898,40625;43896,72751;43898,45767;9491850.0;TCZK8;TR;GULBENIZ A;ARKAS;FRFOS;ESBCN;GRPIR
357;405647;300668.0;43890,05556;43890,875;43890,05596;43890,93497;9299484.0;TCA3420;TR;MARTHA A;ARKAS;FRFOS;ESBCN;GRPIR
358;405590;;43903,125;43903,79167;;;9605243.0;VRMO7;HK;MSC ALGECIRAS;MSC;FRFOS;ITSPE;ESVLC
359;405568;300412.0;43869,9375;43870,58333;43869,94686;43870,61769;9252773.0;5BSX3;CY;FLENSBURG;SEAGOLINE;FRFOS;ITSPE;ESBCN
360;405569;300356.0;43864,93056;43865,54167;43864,93172;43865,58977;9451721.0;9HA3929;MT;NEPTUNE HORIZON;MARMEDSA;FRFOS;TRGEM;FRSET
