;dep;sexe;jour;hosp;rea;rad;dc
11414;67;2;2020-04-24;415;52;686;201
11415;68;0;2020-04-24;963;120;1683;654
11416;68;1;2020-04-24;494;82;912;396
11417;68;2;2020-04-24;465;38;766;253
11418;69;0;2020-04-24;1180;188;1604;454
11419;69;1;2020-04-24;556;145;804;246
11420;69;2;2020-04-24;619;43;767;198
11421;70;0;2020-04-24;114;15;151;63
11422;70;1;2020-04-24;61;12;79;40
11423;70;2;2020-04-24;52;3;71;23
11424;71;0;2020-04-24;214;25;392;146
11425;71;1;2020-04-24;112;20;177;76
11426;71;2;2020-04-24;101;5;213;70
11427;72;0;2020-04-24;142;13;193;47
11428;72;1;2020-04-24;75;11;98;24
11429;72;2;2020-04-24;67;2;95;23
11430;73;0;2020-04-24;83;11;286;41
11431;73;1;2020-04-24;46;8;133;27
11432;73;2;2020-04-24;37;3;152;14
11433;74;0;2020-04-24;230;38;575;126
11434;74;1;2020-04-24;126;29;319;77
11435;74;2;2020-04-24;99;8;249;49
11436;75;0;2020-04-24;2624;557;3537;1327
11437;75;1;2020-04-24;1424;414;2062;845
11438;75;2;2020-04-24;1169;141;1446;470
11439;76;0;2020-04-24;241;59;491;133
11440;76;1;2020-04-24;115;43;236;87
11441;76;2;2020-04-24;121;16;250;44
11442;77;0;2020-04-24;695;147;1523;437
11443;77;1;2020-04-24;378;107;873;258
11444;77;2;2020-04-24;314;40;633;178
11445;78;0;2020-04-24;848;125;1289;398
11446;78;1;2020-04-24;417;98;730;243
11447;78;2;2020-04-24;422;25;554;153
11448;79;0;2020-04-24;26;3;38;14
11449;79;1;2020-04-24;15;2;18;8
11450;79;2;2020-04-24;11;1;20;6
11451;80;0;2020-04-24;303;47;458;164
11452;80;1;2020-04-24;132;37;227;98
11453;80;2;2020-04-24;167;10;224;65
11454;81;0;2020-04-24;37;8;65;18
11455;81;1;2020-04-24;18;6;34;8
11456;81;2;2020-04-24;19;2;30;10
11457;82;0;2020-04-24;12;5;30;3
11458;82;1;2020-04-24;8;4;18;3
11459;82;2;2020-04-24;4;1;12;0
11460;83;0;2020-04-24;320;43;497;100
11461;83;1;2020-04-24;187;31;274;54
11462;83;2;2020-04-24;131;12;222;45
11463;84;0;2020-04-24;79;14;150;26
11464;84;1;2020-04-24;46;10;75;16
11465;84;2;2020-04-24;33;4;75;10
11466;85;0;2020-04-24;52;12;129;30
11467;85;1;2020-04-24;25;8;70;21
11468;85;2;2020-04-24;27;4;59;9
11469;86;0;2020-04-24;47;9;80;29
11470;86;1;2020-04-24;29;5;38;15
11471;86;2;2020-04-24;17;3;42;13
11472;87;0;2020-04-24;50;9;83;21
11473;87;1;2020-04-24;24;7;40;10
11474;87;2;2020-04-24;26;2;42;11
11475;88;0;2020-04-24;233;22;407;222
11476;88;1;2020-04-24;106;15;216;132
11477;88;2;2020-04-24;126;7;189;90
11478;89;0;2020-04-24;109;23;147;50
11479;89;1;2020-04-24;56;22;78;28
11480;89;2;2020-04-24;53;1;68;22
11481;90;0;2020-04-24;156;20;337;141
11482;90;1;2020-04-24;82;16;200;84
11483;90;2;2020-04-24;73;4;137;57
11484;91;0;2020-04-24;1174;167;1023;375
11485;91;1;2020-04-24;554;104;615;221
11486;91;2;2020-04-24;603;61;399;150
11487;92;0;2020-04-24;1933;347;2416;776
11488;92;1;2020-04-24;1054;259;1382;462
11489;92;2;2020-04-24;862;84;1023;309
11490;93;0;2020-04-24;1551;200;1927;768
11491;93;1;2020-04-24;793;140;1130;479
11492;93;2;2020-04-24;741;54;779;282
11493;94;0;2020-04-24;1982;283;2092;848
11494;94;1;2020-04-24;1033;208;1152;488
11495;94;2;2020-04-24;933;75;914;343
11496;95;0;2020-04-24;951;121;1538;523
11497;95;1;2020-04-24;499;85;905;333
11498;95;2;2020-04-24;447;35;626;188
11499;971;0;2020-04-24;23;13;70;13
11500;971;1;2020-04-24;16;9;34;6
11501;971;2;2020-04-24;7;4;36;7
11502;972;0;2020-04-24;32;9;63;14
11503;972;1;2020-04-24;20;7;33;10
11504;972;2;2020-04-24;12;2;30;4
11505;973;0;2020-04-24;3;0;34;1
11506;973;1;2020-04-24;1;0;16;1
11507;973;2;2020-04-24;2;0;18;0
11508;974;0;2020-04-24;8;2;100;0
11509;974;1;2020-04-24;7;2;47;0
11510;974;2;2020-04-24;1;0;53;0
11511;976;0;2020-04-24;28;3;60;6
11512;976;1;2020-04-24;18;3;37;5
11513;976;2;2020-04-24;9;0;22;1
11514;01;0;2020-04-25;162;19;229;75
11515;01;1;2020-04-25;80;16;124;44
11516;01;2;2020-04-25;80;3;98;30
11517;02;0;2020-04-25;287;38;598;196
11518;02;1;2020-04-25;145;24;231;118
11519;02;2;2020-04-25;142;14;365;75
11520;03;0;2020-04-25;53;14;113;24
11521;03;1;2020-04-25;26;10;47;11
11522;03;2;2020-04-25;27;4;64;12
11523;04;0;2020-04-25;29;1;99;7
11524;04;1;2020-04-25;15;0;39;5
11525;04;2;2020-04-25;14;1;59;2
11526;05;0;2020-04-25;41;8;93;6
11527;05;1;2020-04-25;15;6;55;2
11528;05;2;2020-04-25;23;2;38;4
11529;06;0;2020-04-25;259;47;401;122
11530;06;1;2020-04-25;127;27;192;64
11531;06;2;2020-04-25;119;14;198;56
11532;07;0;2020-04-25;95;25;259;57
11533;07;1;2020-04-25;65;22;108;36
11534;07;2;2020-04-25;27;1;127;16
11535;08;0;2020-04-25;54;12;106;43
11536;08;1;2020-04-25;21;7;55;22
11537;08;2;2020-04-25;32;5;49;21
11538;09;0;2020-04-25;11;1;25;2
11539;09;1;2020-04-25;4;1;13;1
11540;09;2;2020-04-25;6;0;10;1
11541;10;0;2020-04-25;230;11;340;102
11542;10;1;2020-04-25;128;9;189;65
11543;10;2;2020-04-25;99;1;150;36
11544;11;0;2020-04-25;57;7;148;48
11545;11;1;2020-04-25;29;6;81;34
11546;11;2;2020-04-25;28;1;67;14
11547;12;0;2020-04-25;45;2;99;20
11548;12;1;2020-04-25;20;2;49;11
11549;12;2;2020-04-25;25;0;50;9
11550;13;0;2020-04-25;974;180;2083;362
11551;13;1;2020-04-25;504;133;1064;194
11552;13;2;2020-04-25;467;46;982;166
11553;14;0;2020-04-25;148;25;153;55
11554;14;1;2020-04-25;67;21;85;37
11555;14;2;2020-04-25;81;4;67;18
11556;15;0;2020-04-25;21;3;26;4
11557;15;1;2020-04-25;13;2;15;3
11558;15;2;2020-04-25;8;1;11;1
11559;16;0;2020-04-25;9;2;37;10
11560;16;1;2020-04-25;2;1;23;7
11561;16;2;2020-04-25;6;0;14;3
11562;17;0;2020-04-25;73;14;82;37
11563;17;1;2020-04-25;41;12;48;25
11564;17;2;2020-04-25;32;2;34;12
11565;18;0;2020-04-25;87;6;64;51
11566;18;1;2020-04-25;35;5;35;28
11567;18;2;2020-04-25;51;1;29;22
11568;19;0;2020-04-25;74;10;59;22
11569;19;1;2020-04-25;42;7;32;20
11570;19;2;2020-04-25;31;2;27;2
11571;21;0;2020-04-25;292;59;606;203
11572;21;1;2020-04-25;124;30;279;120
11573;21;2;2020-04-25;167;29;323;83
11574;22;0;2020-04-25;52;6;121;24
11575;22;1;2020-04-25;22;4;61;15
11576;22;2;2020-04-25;30;2;59;9
11577;23;0;2020-04-25;26;9;20;5
11578;23;1;2020-04-25;12;4;13;3
11579;23;2;2020-04-25;14;5;7;2
11580;24;0;2020-04-25;31;4;51;9
11581;24;1;2020-04-25;13;1;31;3
11582;24;2;2020-04-25;18;3;20;5
11583;25;0;2020-04-25;171;46;393;112
11584;25;1;2020-04-25;91;34;205;66
11585;25;2;2020-04-25;79;11;184;44
11586;26;0;2020-04-25;140;33;363;112
11587;26;1;2020-04-25;77;21;199;65
11588;26;2;2020-04-25;61;10;164;47
11589;27;0;2020-04-25;114;10;83;62
11590;27;1;2020-04-25;52;9;41;31
11591;27;2;2020-04-25;61;1;41;31
11592;28;0;2020-04-25;234;22;285;79
11593;28;1;2020-04-25;100;18;148;39
11594;28;2;2020-04-25;126;4;124;39
11595;29;0;2020-04-25;76;18;122;35
11596;29;1;2020-04-25;45;12;71;21
11597;29;2;2020-04-25;31;6;50;13
11598;2A;0;2020-04-25;54;7;87;42
11599;2A;1;2020-04-25;20;6;37;27
11600;2A;2;2020-04-25;34;1;50;15
11601;2B;0;2020-04-25;10;2;85;8
11602;2B;1;2020-04-25;6;1;45;5
11603;2B;2;2020-04-25;4;1;40;3
11604;30;0;2020-04-25;125;27;170;49
11605;30;1;2020-04-25;63;17;94;26
11606;30;2;2020-04-25;62;10;76;23
11607;31;0;2020-04-25;153;60;433;45
11608;31;1;2020-04-25;96;49;233;32
11609;31;2;2020-04-25;53;11;196;13
11610;32;0;2020-04-25;34;6;46;16
11611;32;1;2020-04-25;19;5;26;10
11612;32;2;2020-04-25;15;1;20;6
11613;33;0;2020-04-25;248;64;598;105
11614;33;1;2020-04-25;134;49;301;50
11615;33;2;2020-04-25;114;15;296;55
11616;34;0;2020-04-25;123;36;521;98
11617;34;1;2020-04-25;60;27;254;57
11618;34;2;2020-04-25;60;8;261;41
11619;35;0;2020-04-25;158;19;258;67
11620;35;1;2020-04-25;91;13;151;35
11621;35;2;2020-04-25;65;5;106;32
11622;36;0;2020-04-25;118;10;56;60
11623;36;1;2020-04-25;55;4;23;35
11624;36;2;2020-04-25;62;6;32;25
11625;37;0;2020-04-25;163;39;185;56
11626;37;1;2020-04-25;79;30;94;39
11627;37;2;2020-04-25;83;8;90;17
11628;38;0;2020-04-25;215;34;385;95
11629;38;1;2020-04-25;110;26;186;54
11630;38;2;2020-04-25;101;8;197;41
11631;39;0;2020-04-25;104;8;145;43
11632;39;1;2020-04-25;40;6;66;22
11633;39;2;2020-04-25;62;2;79;21
11634;40;0;2020-04-25;26;4;43;10
11635;40;1;2020-04-25;17;3;24;6
11636;40;2;2020-04-25;9;1;19;4
11637;41;0;2020-04-25;124;14;105;38
11638;41;1;2020-04-25;59;10;55;24
11639;41;2;2020-04-25;65;4;50;14
11640;42;0;2020-04-25;412;78;560;173
11641;42;1;2020-04-25;221;63;293;117
11642;42;2;2020-04-25;188;13;261;56
11643;43;0;2020-04-25;39;1;65;9
11644;43;1;2020-04-25;16;1;24;6
11645;43;2;2020-04-25;22;0;41;3
11646;44;0;2020-04-25;259;34;357;111
11647;44;1;2020-04-25;130;27;196;61
11648;44;2;2020-04-25;125;7;160;49
11649;45;0;2020-04-25;248;53;361;64
11650;45;1;2020-04-25;132;39;185;40
11651;45;2;2020-04-25;115;14;176;24
11652;46;0;2020-04-25;23;5;123;15
11653;46;1;2020-04-25;12;4;43;6
11654;46;2;2020-04-25;11;1;80;9
11655;47;0;2020-04-25;31;2;38;5
11656;47;1;2020-04-25;17;2;21;5
11657;47;2;2020-04-25;14;0;16;0
11658;48;0;2020-04-25;2;0;15;0
11659;48;1;2020-04-25;0;0;10;0
11660;48;2;2020-04-25;2;0;5;0
11661;49;0;2020-04-25;180;30;354;91
11662;49;1;2020-04-25;105;23;171;54
11663;49;2;2020-04-25;73;7;181;37
11664;50;0;2020-04-25;51;12;92;36
11665;50;1;2020-04-25;32;11;45;17
11666;50;2;2020-04-25;19;1;44;19
11667;51;0;2020-04-25;333;42;653;199
11668;51;1;2020-04-25;184;33;298;119
11669;51;2;2020-04-25;144;9;347;78
11670;52;0;2020-04-25;81;20;125;54
11671;52;1;2020-04-25;39;9;73;23
11672;52;2;2020-04-25;42;11;52;31
11673;53;0;2020-04-25;85;10;73;27
11674;53;1;2020-04-25;38;8;37;14
11675;53;2;2020-04-25;47;2;36;13
11676;54;0;2020-04-25;450;106;637;249
11677;54;1;2020-04-25;230;76;307;146
11678;54;2;2020-04-25;208;26;309;101
11679;55;0;2020-04-25;130;14;257;80
11680;55;1;2020-04-25;66;9;129;44
11681;55;2;2020-04-25;64;5;128;36
11682;56;0;2020-04-25;126;16;265;76
11683;56;1;2020-04-25;69;14;148;47
11684;56;2;2020-04-25;56;2;117;29
11685;57;0;2020-04-25;895;130;1413;623
11686;57;1;2020-04-25;457;93;722;353
11687;57;2;2020-04-25;434;37;685;266
11688;58;0;2020-04-25;52;8;43;22
11689;58;1;2020-04-25;21;6;13;11
11690;58;2;2020-04-25;31;2;30;11
11691;59;0;2020-04-25;900;190;1197;408
11692;59;1;2020-04-25;463;139;617;213
11693;59;2;2020-04-25;432;50;570;190
11694;60;0;2020-04-25;461;48;688;308
11695;60;1;2020-04-25;207;35;360;178
11696;60;2;2020-04-25;250;13;323;129
11697;61;0;2020-04-25;66;13;148;27
11698;61;1;2020-04-25;38;13;59;17
11699;61;2;2020-04-25;27;0;89;10
11700;62;0;2020-04-25;438;66;720;203
11701;62;1;2020-04-25;210;49;350;120
11702;62;2;2020-04-25;223;15;365;83
11703;63;0;2020-04-25;47;14;120;32
11704;63;1;2020-04-25;24;10;65;21
11705;63;2;2020-04-25;23;4;55;11
11706;64;0;2020-04-25;66;7;145;21
11707;64;1;2020-04-25;34;6;78;15
11708;64;2;2020-04-25;32;1;67;6
11709;65;0;2020-04-25;77;4;81;19
11710;65;1;2020-04-25;32;3;44;8
11711;65;2;2020-04-25;44;1;36;11
11712;66;0;2020-04-25;24;11;250;28
11713;66;1;2020-04-25;17;9;107;13
11714;66;2;2020-04-25;7;2;143;15
11715;67;0;2020-04-25;917;173;1566;483
11716;67;1;2020-04-25;485;121;864;279
11717;67;2;2020-04-25;426;52;693;201
11718;68;0;2020-04-25;932;119;1720;657
11719;68;1;2020-04-25;470;83;934;399
11720;68;2;2020-04-25;458;36;781;253
11721;69;0;2020-04-25;1191;179;1643;461
11722;69;1;2020-04-25;567;138;819;250
11723;69;2;2020-04-25;619;41;791;201
11724;70;0;2020-04-25;111;13;151;66
11725;70;1;2020-04-25;59;10;79;42
11726;70;2;2020-04-25;51;3;71;24
11727;71;0;2020-04-25;223;25;396;147
11728;71;1;2020-04-25;112;20;180;76
11729;71;2;2020-04-25;110;5;214;71
11730;72;0;2020-04-25;144;14;197;48
11731;72;1;2020-04-25;74;11;100;24
11732;72;2;2020-04-25;70;3;97;24
11733;73;0;2020-04-25;84;10;295;41
11734;73;1;2020-04-25;46;8;135;27
11735;73;2;2020-04-25;38;2;159;14
11736;74;0;2020-04-25;223;34;585;129
11737;74;1;2020-04-25;117;26;327;80
11738;74;2;2020-04-25;102;8;251;49
11739;75;0;2020-04-25;2568;540;3626;1345
11740;75;1;2020-04-25;1398;403;2112;856
11741;75;2;2020-04-25;1140;135;1484;478
11742;76;0;2020-04-25;236;56;498;134
11743;76;1;2020-04-25;112;43;239;87
11744;76;2;2020-04-25;119;13;253;45
11745;77;0;2020-04-25;701;146;1558;441
11746;77;1;2020-04-25;382;107;890;262
11747;77;2;2020-04-25;315;39;651;178
11748;78;0;2020-04-25;830;121;1318;400
11749;78;1;2020-04-25;409;94;744;245
11750;78;2;2020-04-25;413;26;569;153
11751;79;0;2020-04-25;28;2;38;14
11752;79;1;2020-04-25;15;1;18;8
11753;79;2;2020-04-25;13;1;20;6
11754;80;0;2020-04-25;299;47;469;166
11755;80;1;2020-04-25;133;37;235;99
11756;80;2;2020-04-25;162;10;227;66
11757;81;0;2020-04-25;38;8;65;18
11758;81;1;2020-04-25;18;6;34;8
11759;81;2;2020-04-25;20;2;30;10
11760;82;0;2020-04-25;12;5;30;3
11761;82;1;2020-04-25;8;4;18;3
11762;82;2;2020-04-25;4;1;12;0
11763;83;0;2020-04-25;291;39;536;102
11764;83;1;2020-04-25;165;29;301;54
11765;83;2;2020-04-25;124;10;234;47
11766;84;0;2020-04-25;77;14;154;26
11767;84;1;2020-04-25;45;10;78;16
11768;84;2;2020-04-25;32;4;76;10
11769;85;0;2020-04-25;49;12;132;30
11770;85;1;2020-04-25;23;8;72;21
11771;85;2;2020-04-25;26;4;60;9
11772;86;0;2020-04-25;47;7;81;29
11773;86;1;2020-04-25;29;4;39;15
11774;86;2;2020-04-25;17;2;42;13
11775;87;0;2020-04-25;48;8;84;22
11776;87;1;2020-04-25;22;6;41;11
11777;87;2;2020-04-25;26;2;42;11
11778;88;0;2020-04-25;231;20;415;224
11779;88;1;2020-04-25;103;14;221;134
11780;88;2;2020-04-25;127;6;192;90
11781;89;0;2020-04-25;115;23;148;51
11782;89;1;2020-04-25;58;22;79;28
11783;89;2;2020-04-25;57;1;68;23
11784;90;0;2020-04-25;148;19;345;142
11785;90;1;2020-04-25;78;16;205;84
11786;90;2;2020-04-25;69;3;140;58
11787;91;0;2020-04-25;1201;169;1047;378
11788;91;1;2020-04-25;561;107;632;222
11789;91;2;2020-04-25;623;60;406;152
11790;92;0;2020-04-25;1903;324;2493;789
11791;92;1;2020-04-25;1035;241;1416;470
11792;92;2;2020-04-25;849;79;1066;314
11793;93;0;2020-04-25;1492;192;1985;774
11794;93;1;2020-04-25;769;133;1161;482
11795;93;2;2020-04-25;707;53;805;285
11796;94;0;2020-04-25;1970;298;2157;861
11797;94;1;2020-04-25;1021;218;1188;495
11798;94;2;2020-04-25;933;80;943;349
11799;95;0;2020-04-25;944;123;1570;528
11800;95;1;2020-04-25;499;87;919;335
11801;95;2;2020-04-25;440;35;644;191
11802;971;0;2020-04-25;22;11;70;13
11803;971;1;2020-04-25;15;7;34;6
11804;971;2;2020-04-25;7;4;36;7
11805;972;0;2020-04-25;32;9;63;14
11806;972;1;2020-04-25;20;7;33;10
11807;972;2;2020-04-25;12;2;30;4
11808;973;0;2020-04-25;1;0;35;1
11809;973;1;2020-04-25;0;0;17;1
11810;973;2;2020-04-25;1;0;18;0
11811;974;0;2020-04-25;7;2;102;0
11812;974;1;2020-04-25;6;2;49;0
11813;974;2;2020-04-25;1;0;53;0
11814;976;0;2020-04-25;28;3;60;6
11815;976;1;2020-04-25;18;3;37;5
11816;976;2;2020-04-25;9;0;22;1
11817;01;0;2020-04-26;165;19;230;75
11818;01;1;2020-04-26;81;16;124;44
11819;01;2;2020-04-26;81;3;99;30
11820;02;0;2020-04-26;295;38;597;199
11821;02;1;2020-04-26;150;24;231;120
11822;02;2;2020-04-26;145;14;364;76
11823;03;0;2020-04-26;55;14;114;24
11824;03;1;2020-04-26;28;10;47;11
11825;03;2;2020-04-26;27;4;65;12
11826;04;0;2020-04-26;29;1;99;7
11827;04;1;2020-04-26;15;0;39;5
11828;04;2;2020-04-26;14;1;59;2
11829;05;0;2020-04-26;41;8;93;6
11830;05;1;2020-04-26;15;6;55;2
11831;05;2;2020-04-26;23;2;38;4
11832;06;0;2020-04-26;258;49;404;123
11833;06;1;2020-04-26;127;30;194;64
11834;06;2;2020-04-26;119;14;199;57
11835;07;0;2020-04-26;101;24;260;58
11836;07;1;2020-04-26;67;21;109;37
11837;07;2;2020-04-26;31;1;127;16
11838;08;0;2020-04-26;53;10;109;43
11839;08;1;2020-04-26;19;7;58;22
11840;08;2;2020-04-26;33;3;49;21
11841;09;0;2020-04-26;11;1;25;2
11842;09;1;2020-04-26;4;1;13;1
11843;09;2;2020-04-26;6;0;10;1
11844;10;0;2020-04-26;229;11;340;103
11845;10;1;2020-04-26;128;9;189;65
11846;10;2;2020-04-26;98;1;150;37
11847;11;0;2020-04-26;55;5;150;49
11848;11;1;2020-04-26;28;4;82;34
11849;11;2;2020-04-26;27;1;68;15
11850;12;0;2020-04-26;45;2;99;20
11851;12;1;2020-04-26;20;2;49;11
11852;12;2;2020-04-26;25;0;50;9
11853;13;0;2020-04-26;997;183;2088;366
11854;13;1;2020-04-26;516;134;1068;199
11855;13;2;2020-04-26;478;48;983;165
11856;14;0;2020-04-26;149;26;153;55
11857;14;1;2020-04-26;68;21;85;37
11858;14;2;2020-04-26;81;5;67;18
11859;15;0;2020-04-26;21;3;26;4
11860;15;1;2020-04-26;13;2;15;3
11861;15;2;2020-04-26;8;1;11;1
11862;16;0;2020-04-26;9;2;37;10
11863;16;1;2020-04-26;2;1;23;7
11864;16;2;2020-04-26;6;0;14;3
11865;17;0;2020-04-26;69;14;83;40
11866;17;1;2020-04-26;40;12;48;26
11867;17;2;2020-04-26;29;2;35;14
11868;18;0;2020-04-26;90;6;64;52
11869;18;1;2020-04-26;37;5;35;29
11870;18;2;2020-04-26;52;1;29;22
11871;19;0;2020-04-26;75;10;59;22
11872;19;1;2020-04-26;43;7;32;20
11873;19;2;2020-04-26;31;2;27;2
11874;21;0;2020-04-26;285;50;609;207
11875;21;1;2020-04-26;120;25;280;122
11876;21;2;2020-04-26;165;25;324;85
11877;22;0;2020-04-26;51;6;122;24
11878;22;1;2020-04-26;22;4;61;15
11879;22;2;2020-04-26;29;2;60;9
11880;23;0;2020-04-26;29;9;20;5
11881;23;1;2020-04-26;13;4;13;3
11882;23;2;2020-04-26;16;5;7;2
11883;24;0;2020-04-26;33;4;51;9
11884;24;1;2020-04-26;13;1;31;3
11885;24;2;2020-04-26;20;3;20;5
11886;25;0;2020-04-26;179;49;395;113
11887;25;1;2020-04-26;95;36;207;66
11888;25;2;2020-04-26;83;12;184;45
11889;26;0;2020-04-26;144;34;363;112
11890;26;1;2020-04-26;80;21;199;65
11891;26;2;2020-04-26;62;11;164;47
11892;27;0;2020-04-26;115;10;83;62
11893;27;1;2020-04-26;53;9;41;31
11894;27;2;2020-04-26;61;1;41;31
11895;28;0;2020-04-26;229;18;294;82
11896;28;1;2020-04-26;101;14;150;39
11897;28;2;2020-04-26;120;4;130;42
11898;29;0;2020-04-26;75;17;122;36
11899;29;1;2020-04-26;44;11;71;22
11900;29;2;2020-04-26;31;6;50;13
11901;2A;0;2020-04-26;54;7;87;42
11902;2A;1;2020-04-26;20;6;37;27
11903;2A;2;2020-04-26;34;1;50;15
11904;2B;0;2020-04-26;10;2;85;8
11905;2B;1;2020-04-26;6;1;45;5
11906;2B;2;2020-04-26;4;1;40;3
11907;30;0;2020-04-26;127;27;171;49
11908;30;1;2020-04-26;64;17;94;26
11909;30;2;2020-04-26;63;10;77;23
11910;31;0;2020-04-26;150;58;437;45
11911;31;1;2020-04-26;95;47;234;32
11912;31;2;2020-04-26;51;11;199;13
11913;32;0;2020-04-26;42;6;46;16
11914;32;1;2020-04-26;24;5;26;10
11915;32;2;2020-04-26;18;1;20;6
11916;33;0;2020-04-26;248;64;603;106
11917;33;1;2020-04-26;134;48;302;50
11918;33;2;2020-04-26;114;16;300;56
11919;34;0;2020-04-26;124;36;521;98
11920;34;1;2020-04-26;61;27;254;57
11921;34;2;2020-04-26;60;8;261;41
11922;35;0;2020-04-26;157;19;261;67
11923;35;1;2020-04-26;91;13;152;35
11924;35;2;2020-04-26;64;5;108;32
11925;36;0;2020-04-26;118;10;56;61
11926;36;1;2020-04-26;55;4;23;36
11927;36;2;2020-04-26;62;6;32;25
11928;37;0;2020-04-26;165;36;188;56
11929;37;1;2020-04-26;81;27;94;39
11930;37;2;2020-04-26;83;8;93;17
11931;38;0;2020-04-26;213;34;386;96
11932;38;1;2020-04-26;109;26;186;55
11933;38;2;2020-04-26;100;8;198;41
11934;39;0;2020-04-26;104;8;145;43
11935;39;1;2020-04-26;40;6;66;22
11936;39;2;2020-04-26;62;2;79;21
11937;40;0;2020-04-26;26;4;43;10
11938;40;1;2020-04-26;17;3;24;6
11939;40;2;2020-04-26;9;1;19;4
11940;41;0;2020-04-26;126;14;105;38
11941;41;1;2020-04-26;59;10;55;24
11942;41;2;2020-04-26;67;4;50;14
11943;42;0;2020-04-26;414;78;564;176
11944;42;1;2020-04-26;221;62;294;119
11945;42;2;2020-04-26;190;14;264;57
11946;43;0;2020-04-26;39;1;65;9
11947;43;1;2020-04-26;16;1;24;6
11948;43;2;2020-04-26;22;0;41;3
11949;44;0;2020-04-26;253;32;362;115
11950;44;1;2020-04-26;126;26;199;63
11951;44;2;2020-04-26;123;6;162;51
11952;45;0;2020-04-26;245;54;362;66
11953;45;1;2020-04-26;133;40;185;40
11954;45;2;2020-04-26;111;14;177;26
11955;46;0;2020-04-26;23;5;123;15
11956;46;1;2020-04-26;12;4;43;6
11957;46;2;2020-04-26;11;1;80;9
11958;47;0;2020-04-26;32;3;38;5
11959;47;1;2020-04-26;17;2;21;5
11960;47;2;2020-04-26;15;1;16;0
11961;48;0;2020-04-26;2;0;15;0
11962;48;1;2020-04-26;0;0;10;0
11963;48;2;2020-04-26;2;0;5;0
11964;49;0;2020-04-26;174;29;357;94
11965;49;1;2020-04-26;101;22;173;56
11966;49;2;2020-04-26;71;7;182;38
11967;50;0;2020-04-26;52;12;92;36
11968;50;1;2020-04-26;32;11;45;17
11969;50;2;2020-04-26;20;1;44;19
11970;51;0;2020-04-26;334;42;654;201
11971;51;1;2020-04-26;183;33;298;120
11972;51;2;2020-04-26;146;9;348;79
11973;52;0;2020-04-26;79;20;126;55
11974;52;1;2020-04-26;38;9;73;24
11975;52;2;2020-04-26;41;11;53;31
11976;53;0;2020-04-26;85;10;73;27
11977;53;1;2020-04-26;38;8;37;14
11978;53;2;2020-04-26;47;2;36;13
11979;54;0;2020-04-26;452;109;640;250
11980;54;1;2020-04-26;232;80;310;147
11981;54;2;2020-04-26;208;25;309;101
11982;55;0;2020-04-26;131;14;258;81
11983;55;1;2020-04-26;67;9;129;45
11984;55;2;2020-04-26;64;5;129;36
11985;56;0;2020-04-26;125;16;267;76
11986;56;1;2020-04-26;68;14;150;47
11987;56;2;2020-04-26;56;2;117;29
11988;57;0;2020-04-26;890;130;1432;626
11989;57;1;2020-04-26;450;91;731;355
11990;57;2;2020-04-26;436;39;695;267
11991;58;0;2020-04-26;51;7;43;22
11992;58;1;2020-04-26;20;5;13;11
11993;58;2;2020-04-26;31;2;30;11
11994;59;0;2020-04-26;898;192;1204;409
11995;59;1;2020-04-26;464;141;620;214
11996;59;2;2020-04-26;429;50;574;190
11997;60;0;2020-04-26;463;47;690;309
11998;60;1;2020-04-26;211;36;360;178
11999;60;2;2020-04-26;248;11;325;130
12000;61;0;2020-04-26;66;13;147;27
12001;61;1;2020-04-26;38;13;59;17
12002;61;2;2020-04-26;27;0;88;10
12003;62;0;2020-04-26;436;63;725;206
12004;62;1;2020-04-26;210;47;352;122
12005;62;2;2020-04-26;221;14;368;84
12006;63;0;2020-04-26;48;15;120;32
12007;63;1;2020-04-26;25;11;65;21
12008;63;2;2020-04-26;23;4;55;11
12009;64;0;2020-04-26;64;6;147;22
12010;64;1;2020-04-26;33;5;79;16
12011;64;2;2020-04-26;31;1;68;6
12012;65;0;2020-04-26;76;4;82;19
12013;65;1;2020-04-26;31;3;45;8
12014;65;2;2020-04-26;44;1;36;11
12015;66;0;2020-04-26;23;11;251;28
12016;66;1;2020-04-26;17;9;107;13
12017;66;2;2020-04-26;6;2;144;15
12018;67;0;2020-04-26;910;169;1571;489
12019;67;1;2020-04-26;482;117;867;282
12020;67;2;2020-04-26;422;52;695;204
12021;68;0;2020-04-26;936;120;1729;664
12022;68;1;2020-04-26;469;84;940;405
12023;68;2;2020-04-26;462;35;784;254
12024;69;0;2020-04-26;1189;175;1655;468
12025;69;1;2020-04-26;564;136;825;254
12026;69;2;2020-04-26;620;39;797;204
12027;70;0;2020-04-26;113;13;151;67
12028;70;1;2020-04-26;61;10;79;43
12029;70;2;2020-04-26;51;3;71;24
12030;71;0;2020-04-26;224;26;398;149
12031;71;1;2020-04-26;110;21;182;76
12032;71;2;2020-04-26;113;5;214;73
12033;72;0;2020-04-26;150;15;197;48
12034;72;1;2020-04-26;76;12;100;24
12035;72;2;2020-04-26;73;3;97;24
12036;73;0;2020-04-26;83;10;298;41
12037;73;1;2020-04-26;45;8;136;27
12038;73;2;2020-04-26;38;2;161;14
12039;74;0;2020-04-26;222;32;590;131
12040;74;1;2020-04-26;115;24;329;82
12041;74;2;2020-04-26;103;8;254;49
12042;75;0;2020-04-26;2554;523;3667;1366
12043;75;1;2020-04-26;1383;395;2138;866
12044;75;2;2020-04-26;1142;127;1499;489
