,CODE,Port,Country,latitude,longitude
24076,USDAD,DANIA,UNITED STATES OF AMERICA,,
24077,USDAE,DALLAS,UNITED STATES OF AMERICA,,
24078,USDAI,DAILEY,UNITED STATES OF AMERICA,,
24079,USDAK,DAKOTA CITY,UNITED STATES OF AMERICA,,
24080,USDAL,DALLAS,UNITED STATES OF AMERICA,,
24081,USDAM,DAMASCUS,UNITED STATES OF AMERICA,,
24082,USDAN,DANVILLE,UNITED STATES OF AMERICA,,
24083,USDAO,DAVIDSON,UNITED STATES OF AMERICA,,
24084,USDAP,DANVILLE,UNITED STATES OF AMERICA,,
24085,USDAS,DAVIS,UNITED STATES OF AMERICA,,
24086,USDAT,DAYTON,UNITED STATES OF AMERICA,,
24087,USDAU,DANBURY,UNITED STATES OF AMERICA,,
24088,USDAV,DAVENPORT,UNITED STATES OF AMERICA,,
24089,USDAW,DAWSON,UNITED STATES OF AMERICA,,
24090,USDAX,DANDRIDGE,UNITED STATES OF AMERICA,,
24091,USDAY,DAYTON,UNITED STATES OF AMERICA,,
24092,USDBA,DEL BONITA,UNITED STATES OF AMERICA,,
24093,USDBB,DARBY,UNITED STATES OF AMERICA,,
24094,USDBI,DUBOIS,UNITED STATES OF AMERICA,,
24095,USDBN,DUBLIN,UNITED STATES OF AMERICA,,
24096,USDBQ,DUBUQUE,UNITED STATES OF AMERICA,,
24097,USDBR,DIAMOND BAR,UNITED STATES OF AMERICA,,
24098,USDBS,DUBOIS,UNITED STATES OF AMERICA,,
24099,USDBY,DERBY LINE,UNITED STATES OF AMERICA,,
24100,USDCA,NATIONAL APT/WASHING,UNITED STATES OF AMERICA,,
24101,USDCG,DECATUR,UNITED STATES OF AMERICA,,
24102,USDCI,DELAWARE CITY,UNITED STATES OF AMERICA,,
24103,USDCK,DORRANCE,UNITED STATES OF AMERICA,,
24104,USDCL,DECLO,UNITED STATES OF AMERICA,,
24105,USDCS,DORCHESTER,UNITED STATES OF AMERICA,,
24106,USDCT,DERBY,UNITED STATES OF AMERICA,,
24107,USDCU,DECATUR,UNITED STATES OF AMERICA,,
24108,USDDB,DADE CITY,UNITED STATES OF AMERICA,,
24109,USDDC,DODGE CITY,UNITED STATES OF AMERICA,,
24110,USDDG,DODGE,UNITED STATES OF AMERICA,,
24111,USDDI,DURAND,UNITED STATES OF AMERICA,,
24112,USDDJ,DRY RIDGE,UNITED STATES OF AMERICA,,
24113,USDDQ,DUNDALK,UNITED STATES OF AMERICA,,
24114,USDEA,DELAVAN,UNITED STATES OF AMERICA,,
24115,USDEC,DECATUR,UNITED STATES OF AMERICA,,
24116,USDED,DEDHAM,UNITED STATES OF AMERICA,,
24117,USDEE,DEERFIELD BEACH,UNITED STATES OF AMERICA,,
24118,USDEF,DEFERIET,UNITED STATES OF AMERICA,,
24119,USDEH,DECORAH,UNITED STATES OF AMERICA,,
24120,USDEK,DE KALB,UNITED STATES OF AMERICA,,
24121,USDEL,DELAWARE,UNITED STATES OF AMERICA,,
24122,USDEM,DECATUR,UNITED STATES OF AMERICA,,
24123,USDEN,DENVER,UNITED STATES OF AMERICA,,
24124,USDEO,DEARBORN,UNITED STATES OF AMERICA,,
24125,USDEP,DELPHOS,UNITED STATES OF AMERICA,,
24126,USDEQ,DEEP RIVER,UNITED STATES OF AMERICA,,
24127,USDER,DOVER,UNITED STATES OF AMERICA,,
24128,USDES,DES PLAINES,UNITED STATES OF AMERICA,,
24129,USDET,DETROIT CITY,UNITED STATES OF AMERICA,42.333333333333336,-83.03333333333333
24130,USDEV,DEVON,UNITED STATES OF AMERICA,,
24131,USDEW,DEWITT,UNITED STATES OF AMERICA,,
24132,USDEX,DEER PARK,UNITED STATES OF AMERICA,,
24133,USDEY,DELRAY BEACH,UNITED STATES OF AMERICA,,
24134,USDEZ,DEWITT,UNITED STATES OF AMERICA,,
24135,USDFD,DEERFIELD,UNITED STATES OF AMERICA,,
24136,USDFG,DAINGERFIELD,UNITED STATES OF AMERICA,,
24137,USDFI,DEFIANCE,UNITED STATES OF AMERICA,,
24138,USDFL,DEERFIELD,UNITED STATES OF AMERICA,,
24139,USDFM,DEERFIELD,UNITED STATES OF AMERICA,,
24140,USDFN,DE FUNIAK SPRINGS,UNITED STATES OF AMERICA,,
24141,USDFO,DE FOREST,UNITED STATES OF AMERICA,,
24142,USDFW,DALLAS-FORT WORTH RE,UNITED STATES OF AMERICA,,
24143,USDFX,DEFENSE,UNITED STATES OF AMERICA,,
24144,USDGA,DULUTH,UNITED STATES OF AMERICA,,
24145,USDGL,DOUGLASSVILLE,UNITED STATES OF AMERICA,,
24146,USDGN,DOUGLASTON,UNITED STATES OF AMERICA,,
24147,USDGT,DIGHTON,UNITED STATES OF AMERICA,,
24148,USDGV,DOUGLASVILLE,UNITED STATES OF AMERICA,,
24149,USDGW,DOUGLAS,UNITED STATES OF AMERICA,,
24150,USDGZ,DOUGLAS,UNITED STATES OF AMERICA,,
24151,USDHH,DURHAM,UNITED STATES OF AMERICA,,
24152,USDHL,DAHLONEGA,UNITED STATES OF AMERICA,,
24153,USDHN,DOTHAN,UNITED STATES OF AMERICA,,
24154,USDHQ,DURHAM,UNITED STATES OF AMERICA,,
24155,USDHS,DESERT HOT SPRINGS,UNITED STATES OF AMERICA,,
24156,USDHT,DALHART,UNITED STATES OF AMERICA,,
24157,USDIB,DIBOLL,UNITED STATES OF AMERICA,,
24158,USDID,DENVER,UNITED STATES OF AMERICA,,
24159,USDIK,DICKINSON,UNITED STATES OF AMERICA,,
24160,USDIM,DERMA,UNITED STATES OF AMERICA,,
24161,USDIU,DINUBA,UNITED STATES OF AMERICA,,
24162,USDIZ,DOMINGUEZ HILLS,UNITED STATES OF AMERICA,,
24163,USDJN,DELTA JUNCTION,UNITED STATES OF AMERICA,,
24164,USDKC,DAKOTA CITY,UNITED STATES OF AMERICA,,
24165,USDKD,DUNKIRK,UNITED STATES OF AMERICA,,
24166,USDKK,DUNKIRK,UNITED STATES OF AMERICA,,
24167,USDKS,DIERKS,UNITED STATES OF AMERICA,,
24168,USDLA,DELAIR,UNITED STATES OF AMERICA,,
24169,USDLC,DALTON CACHA,UNITED STATES OF AMERICA,,
24170,USDLD,DE LAND,UNITED STATES OF AMERICA,,
24171,USDLE,DELISLE,UNITED STATES OF AMERICA,,
24172,USDLF,DE LEON SPRINGS,UNITED STATES OF AMERICA,,
24173,USDLG,DALLAS,UNITED STATES OF AMERICA,,
24174,USDLH,DULUTH,UNITED STATES OF AMERICA,46.733333333333334,-92.1
24175,USDLJ,DELANCO,UNITED STATES OF AMERICA,,
24176,USDLK,DAYVILLE,UNITED STATES OF AMERICA,,
24177,USDLL,DILLON,UNITED STATES OF AMERICA,,
24178,USDLN,DELANO,UNITED STATES OF AMERICA,,
24179,USDLP,DARLINGTON,UNITED STATES OF AMERICA,,
24180,USDLS,DALLASTOWN,UNITED STATES OF AMERICA,,
24181,USDLT,DELTONA,UNITED STATES OF AMERICA,,
24182,USDLV,DANVILLE,UNITED STATES OF AMERICA,,
24183,USDLW,DILWORTH,UNITED STATES OF AMERICA,,
24184,USDLZ,DEERFIELD,UNITED STATES OF AMERICA,,
24185,USDMD,DIAMOND,UNITED STATES OF AMERICA,,
24186,USDMI,DRAYTON PLAINS,UNITED STATES OF AMERICA,,
24187,USDML,DIMONDALE,UNITED STATES OF AMERICA,,
24188,USDMN,DEMING,UNITED STATES OF AMERICA,,
24189,USDMO,SEDALIA,UNITED STATES OF AMERICA,,
24190,USDMP,DEMOPOLIS,UNITED STATES OF AMERICA,,
24191,USDMS,DUMAS,UNITED STATES OF AMERICA,,
24192,USDMZ,DOMINGUEZ,UNITED STATES OF AMERICA,,
24193,USDNA,DONALDSONVILLE,UNITED STATES OF AMERICA,,
24194,USDNB,DUNEDIN,UNITED STATES OF AMERICA,,
24195,USDNG,DONGOLA,UNITED STATES OF AMERICA,,
24196,USDNI,DENALI,UNITED STATES OF AMERICA,,
24197,USDNK,DUNCAN,UNITED STATES OF AMERICA,,
24198,USDNM,DENHAM SPRINGS,UNITED STATES OF AMERICA,,
24199,USDNN,DALTON,UNITED STATES OF AMERICA,,
24200,USDNO,DELANO,UNITED STATES OF AMERICA,,
24201,USDNP,DERRY,UNITED STATES OF AMERICA,,
24202,USDNQ,DENVER,UNITED STATES OF AMERICA,,
24203,USDNS,DENISON,UNITED STATES OF AMERICA,,
24204,USDNT,DOWNINGTOWN,UNITED STATES OF AMERICA,,
24205,USDNV,DANVILLE,UNITED STATES OF AMERICA,,
24206,USDNZ,DUNMORE,UNITED STATES OF AMERICA,,
24207,USDOE,DOE RUN,UNITED STATES OF AMERICA,,
24208,USDOL,DOLOMITE,UNITED STATES OF AMERICA,,
24209,USDON,DONALDSON,UNITED STATES OF AMERICA,,
24210,USDOO,DOVER,UNITED STATES OF AMERICA,,
24211,USDOR,DOVER,UNITED STATES OF AMERICA,,
24212,USDOS,DOSWELL,UNITED STATES OF AMERICA,,
24213,USDOU,DOUGLAS,UNITED STATES OF AMERICA,,
24214,USDOW,DOWAGIAC,UNITED STATES OF AMERICA,,
24215,USDOX,DELANO,UNITED STATES OF AMERICA,,
24216,USDPA,DEERPARK,UNITED STATES OF AMERICA,,
24217,USDPE,DEPEW,UNITED STATES OF AMERICA,,
24218,USDPF,DEPTFORD,UNITED STATES OF AMERICA,,
24219,USDPG,DUGWAY,UNITED STATES OF AMERICA,,
24220,USDPI,DEPOSIT,UNITED STATES OF AMERICA,,
24221,USDPK,DEER PARK,UNITED STATES OF AMERICA,,
24222,USDPQ,DALTON,UNITED STATES OF AMERICA,,
24223,USDPV,DISPUTANTA,UNITED STATES OF AMERICA,,
24224,USDPW,DEEPWATER,UNITED STATES OF AMERICA,,
24225,USDQB,DUBLIN,UNITED STATES OF AMERICA,,
24226,USDQL,DACULA,UNITED STATES OF AMERICA,,
24227,USDRD,DEERFIELD,UNITED STATES OF AMERICA,,
24228,USDRE,DRESDEN,UNITED STATES OF AMERICA,,
24229,USDRF,DRIFT RIVER,UNITED STATES OF AMERICA,,
24230,USDRH,DORAVILLE,UNITED STATES OF AMERICA,,
24231,USDRI,DE RIDDER,UNITED STATES OF AMERICA,,
24232,USDRJ,DELRAN,UNITED STATES OF AMERICA,,
24233,USDRN,DARLINGTON,UNITED STATES OF AMERICA,,
24234,USDRO,DURANGO,UNITED STATES OF AMERICA,,
24235,USDRP,DONORA,UNITED STATES OF AMERICA,,
24236,USDRR,DARROW,UNITED STATES OF AMERICA,,
24237,USDRS,DORSEY,UNITED STATES OF AMERICA,,
24238,USDRT,DEL RIO,UNITED STATES OF AMERICA,,
24239,USDRU,DARIEN,UNITED STATES OF AMERICA,,
24240,USDRV,DOVER,UNITED STATES OF AMERICA,,
24241,USDRW,DE PERE,UNITED STATES OF AMERICA,,
24242,USDRX,DREXEL,UNITED STATES OF AMERICA,,
24243,USDRY,DRY BRANCH,UNITED STATES OF AMERICA,,
24244,USDSC,DAMASCUS,UNITED STATES OF AMERICA,,
24245,USDSG,DAWSON SPRINGS,UNITED STATES OF AMERICA,,
24246,USDSM,DES MOINES,UNITED STATES OF AMERICA,,
24247,USDSO,DANIELSON,UNITED STATES OF AMERICA,,
24248,USDSP,DALLAS,UNITED STATES OF AMERICA,,
24249,USDSW,DRESSER,UNITED STATES OF AMERICA,,
24250,USDSX,DICKINSON,UNITED STATES OF AMERICA,,
24251,USDSZ,DENISON,UNITED STATES OF AMERICA,,
24252,USDTL,DETROIT LAKES,UNITED STATES OF AMERICA,,
24253,USDTN,DENTON,UNITED STATES OF AMERICA,,
24254,USDTO,DETOUR,UNITED STATES OF AMERICA,,
24255,USDTR,DETROIT,UNITED STATES OF AMERICA,,
24256,USDTV,DECATUR,UNITED STATES OF AMERICA,,
24257,USDTX,DAYTON,UNITED STATES OF AMERICA,,
24258,USDUA,DURANT,UNITED STATES OF AMERICA,,
24259,USDUB,DUARTE,UNITED STATES OF AMERICA,,
24260,USDUC,DUNELLEN,UNITED STATES OF AMERICA,,
24261,USDUG,DOUGLAS,UNITED STATES OF AMERICA,,
24262,USDUJ,DUBOIS,UNITED STATES OF AMERICA,,
24263,USDUM,DUNN,UNITED STATES OF AMERICA,,
24264,USDUN,DUNSEITH,UNITED STATES OF AMERICA,,
24265,USDUO,DUBLIN,UNITED STATES OF AMERICA,,
24266,USDUQ,DUQUOIN,UNITED STATES OF AMERICA,,
24267,USDUS,DUSHORE,UNITED STATES OF AMERICA,,
24268,USDUT,DUTCH HARBOR,UNITED STATES OF AMERICA,,
24269,USDUV,DUNCANSVILLE,UNITED STATES OF AMERICA,,
24270,USDUW,DURBIN,UNITED STATES OF AMERICA,,
24271,USDUX,DUMAS,UNITED STATES OF AMERICA,,
24272,USDUZ,DUNN,UNITED STATES OF AMERICA,,
24273,USDVA,DAIRY VALLEY,UNITED STATES OF AMERICA,,
24274,USDVB,DRAVOSBURG,UNITED STATES OF AMERICA,,
24275,USDVC,DENVER CITY,UNITED STATES OF AMERICA,,
24276,USDVD,DEVINE,UNITED STATES OF AMERICA,,
24277,USDVE,DAVIE,UNITED STATES OF AMERICA,,
24278,USDVF,DAVIE,UNITED STATES OF AMERICA,,
24279,USDVI,DONVILLE,UNITED STATES OF AMERICA,,
24280,USDVJ,DOVER,UNITED STATES OF AMERICA,,
24281,USDVK,DANVILLE,UNITED STATES OF AMERICA,,
24282,USDVL,DENVILLE,UNITED STATES OF AMERICA,,
24283,USDVN,DAVENPORT,UNITED STATES OF AMERICA,,
24284,USDVP,DAVENPORT,UNITED STATES OF AMERICA,,
24285,USDVR,DANVERS,UNITED STATES OF AMERICA,,
24286,USDVT,DAVANT,UNITED STATES OF AMERICA,,
24287,USDVV,DAVISVILLE,UNITED STATES OF AMERICA,,
24288,USDVZ,DELEVAN,UNITED STATES OF AMERICA,,
24289,USDWA,DE WITT,UNITED STATES OF AMERICA,,
24290,USDWE,DELAWARE,UNITED STATES OF AMERICA,,
24291,USDWG,DELAWARE WATER GAP,UNITED STATES OF AMERICA,,
24292,USDWH,DILWORTH,UNITED STATES OF AMERICA,,
24293,USDWI,DWIGHT,UNITED STATES OF AMERICA,,
24294,USDWO,DEWEY,UNITED STATES OF AMERICA,,
24295,USDWT,DE WITT,UNITED STATES OF AMERICA,,
24296,USDWV,DUNBAR,UNITED STATES OF AMERICA,,
24297,USDWW,DEWITT,UNITED STATES OF AMERICA,,
24298,USDWZ,DOWNEY,UNITED STATES OF AMERICA,,
24299,USDXC,DIXON,UNITED STATES OF AMERICA,,
24300,USDXD,DURAND,UNITED STATES OF AMERICA,,
24301,USDXE,DEXTER,UNITED STATES OF AMERICA,,
24302,USDXG,DIAMOND SPRINGS,UNITED STATES OF AMERICA,,
24303,USDXL,DALY CITY,UNITED STATES OF AMERICA,,
24304,USDXN,DIXON,UNITED STATES OF AMERICA,,
24305,USDXR,DANBURY,UNITED STATES OF AMERICA,,
24306,USDXV,DANVILLE,UNITED STATES OF AMERICA,,
24307,USDXY,DOLLAR BAY,UNITED STATES OF AMERICA,,
24308,USDYA,DURYEA,UNITED STATES OF AMERICA,,
24309,USDYE,DYERSVILLE,UNITED STATES OF AMERICA,,
24310,USDYI,DUNDEE,UNITED STATES OF AMERICA,,
24311,USDYJ,DAYTON,UNITED STATES OF AMERICA,,
24312,USDYK,DUNDEE,UNITED STATES OF AMERICA,,
24313,USDYL,DOYLESTOWN,UNITED STATES OF AMERICA,,
24314,USDYR,DYERSBURG,UNITED STATES OF AMERICA,,
24315,USDYS,DYER,UNITED STATES OF AMERICA,,
24316,USDYT,DAYTON,UNITED STATES OF AMERICA,,
24317,USDYV,DAYTON,UNITED STATES OF AMERICA,,
24318,USDYW,DAYTON,UNITED STATES OF AMERICA,,
24319,USDYX,DONNELLY,UNITED STATES OF AMERICA,,
24320,USEAB,EAST BRIDGEWATER,UNITED STATES OF AMERICA,,
24321,USEAG,EAGLE POINT,UNITED STATES OF AMERICA,,
24322,USEAI,EAST IRVINE,UNITED STATES OF AMERICA,,
24323,USEAJ,EATONTOWN,UNITED STATES OF AMERICA,,
24324,USEAL,EASLEY,UNITED STATES OF AMERICA,,
24325,USEAM,EARLE,UNITED STATES OF AMERICA,,
24326,USEAN,EATON,UNITED STATES OF AMERICA,,
24327,USEAO,EAST AURORA,UNITED STATES OF AMERICA,,
24328,USEAR,KEARNEY,UNITED STATES OF AMERICA,,
24329,USEAS,EASTOVER,UNITED STATES OF AMERICA,,
24330,USEAT,WENATCHEE,UNITED STATES OF AMERICA,,
24331,USEAU,EAU CLAIRE,UNITED STATES OF AMERICA,,
24332,USEBC,EAST BRIDGEPORT,UNITED STATES OF AMERICA,,
24333,USEBE,EBENSBURG,UNITED STATES OF AMERICA,,
24334,USEBL,EAST BERLIN,UNITED STATES OF AMERICA,,
24335,USEBN,EAST BOSTON,UNITED STATES OF AMERICA,,
24336,USEBQ,EAST BROOKFIELD,UNITED STATES OF AMERICA,,
24337,USEBR,EAST BRUNSWICK,UNITED STATES OF AMERICA,,
24338,USEBS,WEBSTER CITY,UNITED STATES OF AMERICA,,
24339,USEBT,EAST BUTLER,UNITED STATES OF AMERICA,,
24340,USEBY,EAST GRANBY,UNITED STATES OF AMERICA,,
24341,USECD,ESCONDIDO,UNITED STATES OF AMERICA,,
24342,USECG,ELIZABETH CITY,UNITED STATES OF AMERICA,,
24343,USECH,EAST CHICAGO,UNITED STATES OF AMERICA,,
24344,USECM,EAST CAMBRIDGE,UNITED STATES OF AMERICA,,
24345,USECN,EAST CAMDEN,UNITED STATES OF AMERICA,,
24346,USECQ,EL CERRITO,UNITED STATES OF AMERICA,,
24347,USECY,EVER CITY,UNITED STATES OF AMERICA,,
24348,USEDA,EATON PARK,UNITED STATES OF AMERICA,,
24349,USEDB,EDEN,UNITED STATES OF AMERICA,,
24350,USEDE,EDENTON,UNITED STATES OF AMERICA,,
24351,USEDF,EDGEFIELD,UNITED STATES OF AMERICA,,
24352,USEDG,EDGEWOOD,UNITED STATES OF AMERICA,,
24353,USEDI,EDEN,UNITED STATES OF AMERICA,,
24354,USEDN,EDISON,UNITED STATES OF AMERICA,,
24355,USEDO,EAST DOUGLAS,UNITED STATES OF AMERICA,,
24356,USEDP,EDEN PRAIRIE,UNITED STATES OF AMERICA,,
24357,USEDQ,EDINBURG,UNITED STATES OF AMERICA,,
24358,USEDS,EDISON,UNITED STATES OF AMERICA,,
24359,USEDT,ELDON,UNITED STATES OF AMERICA,,
24360,USEDW,EDWARDSVILLE,UNITED STATES OF AMERICA,,
24361,USEDX,EDCOUCH,UNITED STATES OF AMERICA,,
24362,USEDY,EDEN,UNITED STATES OF AMERICA,,
24363,USEEI,EMMETT,UNITED STATES OF AMERICA,,
24364,USEEN,BRATTLEBORO-KEENE,UNITED STATES OF AMERICA,,
24365,USEEX,ESSEX,UNITED STATES OF AMERICA,,
24366,USEFD,EASTFORD,UNITED STATES OF AMERICA,,
24367,USEFI,EFFINGHAM,UNITED STATES OF AMERICA,,
24368,USEFK,NEWPORT,UNITED STATES OF AMERICA,,
24369,USEFR,EAST FARMINGDALE,UNITED STATES OF AMERICA,,
24370,USEFS,EFIWANDA,UNITED STATES OF AMERICA,,
24371,USEFW,JEFFERSON,UNITED STATES OF AMERICA,,
24372,USEGC,GRANBY,UNITED STATES OF AMERICA,,
24373,USEGE,ELGIN,UNITED STATES OF AMERICA,,
24374,USEGF,EAGLE GROVE,UNITED STATES OF AMERICA,,
24375,USEGG,EGG HARBOR,UNITED STATES OF AMERICA,,
24376,USEGK,ELK GROVE,UNITED STATES OF AMERICA,,
24377,USEGM,EDGEMONT,UNITED STATES OF AMERICA,,
24378,USEGN,ELGIN,UNITED STATES OF AMERICA,,
24379,USEGO,EAST GOSHEN,UNITED STATES OF AMERICA,,
24380,USEGP,EAGLE PASS,UNITED STATES OF AMERICA,,
24381,USEGQ,EAST GRAND FORKS,UNITED STATES OF AMERICA,,
24382,USEGS,EMIGSVILLE,UNITED STATES OF AMERICA,,
24383,USEGT,EDGERTON,UNITED STATES OF AMERICA,,
24384,USEGU,EDGEMOOR,UNITED STATES OF AMERICA,,
24385,USEGV,ELK GROVE VILLAGE,UNITED STATES OF AMERICA,,
24386,USEGW,EDGEWATER,UNITED STATES OF AMERICA,,
24387,USEGX,EGEGIK,UNITED STATES OF AMERICA,,
24388,USEGY,EAST GREENBUSH,UNITED STATES OF AMERICA,,
24389,USEHA,EAST HANOVER,UNITED STATES OF AMERICA,,
24390,USEHN,EASTHAMPTON,UNITED STATES OF AMERICA,,
24391,USEHP,EPHRATA,UNITED STATES OF AMERICA,,
24392,USEHT,EAST HARTFORD,UNITED STATES OF AMERICA,,
24393,USEHV,EAST HAVEN,UNITED STATES OF AMERICA,,
24394,USEIA,ELYRIA,UNITED STATES OF AMERICA,,
24395,USEIG,EIGHT MILE,UNITED STATES OF AMERICA,,
24396,USEIL,ELSIE,UNITED STATES OF AMERICA,,
24397,USEJD,EAST JORDAN,UNITED STATES OF AMERICA,,
24398,USEJW,EDGEWATER,UNITED STATES OF AMERICA,,
24399,USEKA,EUREKA,UNITED STATES OF AMERICA,,
24400,USEKD,ELKRIDGE,UNITED STATES OF AMERICA,,
24401,USEKI,ELKHART,UNITED STATES OF AMERICA,,
24402,USEKN,ELKINS,UNITED STATES OF AMERICA,,
24403,USEKO,ELKO,UNITED STATES OF AMERICA,,
24404,USEKP,ECORSE,UNITED STATES OF AMERICA,,
24405,USEKV,ELKTON,UNITED STATES OF AMERICA,,
24406,USEKX,ELIZABETHTOWN,UNITED STATES OF AMERICA,,
24407,USELA,ELDY,UNITED STATES OF AMERICA,,
24408,USELB,ELBERTON,UNITED STATES OF AMERICA,,
24409,USELC,EL CAPITAN,UNITED STATES OF AMERICA,,
24410,USELD,EL DORADO,UNITED STATES OF AMERICA,,
24411,USELE,ELKINS,UNITED STATES OF AMERICA,,
24412,USELH,ELKHORN,UNITED STATES OF AMERICA,,
24413,USELI,EAST LIBERTY,UNITED STATES OF AMERICA,,
24414,USELK,ELKIN,UNITED STATES OF AMERICA,,
24415,USELL,ELWOOD,UNITED STATES OF AMERICA,,
24416,USELM,ELMIRA-CORNING,UNITED STATES OF AMERICA,,
24417,USELN,ELLENSBURG,UNITED STATES OF AMERICA,,
24418,USELO,EAST LIVERPOOL,UNITED STATES OF AMERICA,,
24419,USELP,EL PASO,UNITED STATES OF AMERICA,,
24420,USELQ,ELKLAND,UNITED STATES OF AMERICA,,
24421,USELR,ELMHURST,UNITED STATES OF AMERICA,,
24422,USELS,EL SEGUNDO,UNITED STATES OF AMERICA,,
24423,USELT,ELKTON,UNITED STATES OF AMERICA,,
24424,USELU,ELLISVILLE,UNITED STATES OF AMERICA,,
24425,USELV,ELLICOTTVILLE,UNITED STATES OF AMERICA,,
24426,USELW,ELWOOD,UNITED STATES OF AMERICA,,
24427,USELY,ELY,UNITED STATES OF AMERICA,,
24428,USELZ,ELIZABETH,UNITED STATES OF AMERICA,,
24429,USEMA,EMELLE,UNITED STATES OF AMERICA,,
24430,USEMB,EMBARKADERO - SAN FR,UNITED STATES OF AMERICA,,
24431,USEMC,ELDERSBURG,UNITED STATES OF AMERICA,,
24432,USEMD,EL MEDINA,UNITED STATES OF AMERICA,,
24433,USEMI,EAST MILLINOCKET,UNITED STATES OF AMERICA,,
24434,USEMN,EAST MOLINE,UNITED STATES OF AMERICA,,
24435,USEMO,ELMORE,UNITED STATES OF AMERICA,,
24436,USEMP,EMPORIA,UNITED STATES OF AMERICA,,
24437,USEMR,ELMIRA HEIGHTS,UNITED STATES OF AMERICA,,
24438,USEMT,EL MONTE,UNITED STATES OF AMERICA,,
24439,USEMW,EL MODENO,UNITED STATES OF AMERICA,,
24440,USENA,KENAI,UNITED STATES OF AMERICA,,
24441,USENB,EDINBURGH,UNITED STATES OF AMERICA,,
24442,USEND,ENDEAVOR,UNITED STATES OF AMERICA,,
24443,USENE,ENNIS,UNITED STATES OF AMERICA,,
24444,USENF,ENFIELD,UNITED STATES OF AMERICA,,
24445,USENG,ENGLEWOOD CLIFFS,UNITED STATES OF AMERICA,,
24446,USENK,ENKA,UNITED STATES OF AMERICA,,
24447,USENL,CENTRALIA,UNITED STATES OF AMERICA,,
24448,USENN,NENANA,UNITED STATES OF AMERICA,,
24449,USENO,ENCINO,UNITED STATES OF AMERICA,,
24450,USENQ,EAST NORWALK,UNITED STATES OF AMERICA,,
24451,USENW,KENOSHA,UNITED STATES OF AMERICA,,
24452,USEOD,EDMOND,UNITED STATES OF AMERICA,,
24453,USEOK,KEOKUK,UNITED STATES OF AMERICA,,
24454,USEOL,EAST ALTON,UNITED STATES OF AMERICA,,
24455,USEON,ENOREE,UNITED STATES OF AMERICA,,
24456,USEOO,EL DORADO SPRINGS,UNITED STATES OF AMERICA,,
24457,USEOR,ELLOREE,UNITED STATES OF AMERICA,,
24458,USEOS,NEOSHO,UNITED STATES OF AMERICA,,
24459,USEOT,EDMONSTON,UNITED STATES OF AMERICA,,
24460,USEOW,EDMONDS,UNITED STATES OF AMERICA,,
24461,USEPD,EAST PALO ALTO,UNITED STATES OF AMERICA,,
24462,USEPG,EAST POINT,UNITED STATES OF AMERICA,,
24463,USEPH,EPHRATA,UNITED STATES OF AMERICA,,
24464,USEPI,EASTPORT,UNITED STATES OF AMERICA,,
24465,USEPJ,EAST PROVIDENCE,UNITED STATES OF AMERICA,,
24466,USEPM,EASTPORT,UNITED STATES OF AMERICA,,
24467,USEPO,EAST PEORIA,UNITED STATES OF AMERICA,,
24468,USEPR,EAST PROVIDENCE,UNITED STATES OF AMERICA,,
24469,USEPT,EXPORT,UNITED STATES OF AMERICA,,
24470,USEQG,EAST QUOGUE,UNITED STATES OF AMERICA,,
24471,USEQO,ELCO,UNITED STATES OF AMERICA,,
24472,USEQU,ECRU,UNITED STATES OF AMERICA,,
24473,USEQX,EDINBURG,UNITED STATES OF AMERICA,,
24474,USERD,ELFRIDA,UNITED STATES OF AMERICA,,
24475,USERI,ERIE,UNITED STATES OF AMERICA,,
24476,USERK,EAST FLAT ROCK,UNITED STATES OF AMERICA,,
24477,USERL,ERLANGER,UNITED STATES OF AMERICA,,
24478,USERO,EAGLE ROCK,UNITED STATES OF AMERICA,,
24479,USERQ,EAGLE RIVER,UNITED STATES OF AMERICA,,
24480,USERU,EAST RUTHERFORD,UNITED STATES OF AMERICA,,
24481,USERV,KERRVILLE,UNITED STATES OF AMERICA,,
24482,USERW,ERWIN,UNITED STATES OF AMERICA,,
24483,USERZ,ERIE,UNITED STATES OF AMERICA,,
24484,USESB,ESTERO BAY,UNITED STATES OF AMERICA,,
24485,USESC,ESCANABA,UNITED STATES OF AMERICA,,
24486,USESF,ALEXANDRIA,UNITED STATES OF AMERICA,,
24487,USESL,EAST SAINT LOUIS,UNITED STATES OF AMERICA,,
24488,USESM,ESMOND,UNITED STATES OF AMERICA,,
24489,USESO,EAST SPARTA,UNITED STATES OF AMERICA,,
24490,USESP,EAST STROUDSBURG,UNITED STATES OF AMERICA,,
24491,USESS,ESSEX JUNCTION,UNITED STATES OF AMERICA,,
24492,USEST,ESTHERVILLE,UNITED STATES OF AMERICA,,
24493,USESX,EDDYSTONE,UNITED STATES OF AMERICA,,
24494,USESY,EAST SYRACUSE,UNITED STATES OF AMERICA,,
24495,USETA,EAST LOS ANGELES,UNITED STATES OF AMERICA,,
24496,USETB,WEST BEND,UNITED STATES OF AMERICA,,
24497,USETC,EARTH CITY,UNITED STATES OF AMERICA,,
24498,USETJ,EASTCHESTER,UNITED STATES OF AMERICA,,
24499,USETK,EAST NEWARK,UNITED STATES OF AMERICA,,
24500,USETL,EAST LONGMEADOW,UNITED STATES OF AMERICA,,
24501,USETM,EASTON,UNITED STATES OF AMERICA,,
24502,USETN,EATON,UNITED STATES OF AMERICA,,
