,CODE,Port,Country,latitude,longitude
19442,NLSCB,SCHOONEBEEK,NETHERLANDS,,
19443,NLSCE,SCHEVENINGEN,NETHERLANDS,,
19444,NLSCI,SCHIEDAM,NETHERLANDS,,
19445,NLSCN,SCHINNEN,NETHERLANDS,,
19446,NLSGM,S-GRAVENMOER,NETHERLANDS,,
19447,NLSGP,S-GRAVENPOLDER,NETHERLANDS,,
19448,NLSHB,S-HEERENBROEK,NETHERLANDS,,
19449,NLSHE,S-HEERENHOEK,NETHERLANDS,,
19450,NLSHH,SCHOONHOVEN,NETHERLANDS,,
19451,NLSIT,SITTARD,NETHERLANDS,,
19452,NLSIV,SILVOLDE,NETHERLANDS,,
19453,NLSJB,STRIJBEEK,NETHERLANDS,,
19454,NLSJK,SPIJK,NETHERLANDS,,
19455,NLSLD,SLIEDRECHT,NETHERLANDS,,
19456,NLSLI,SLIKKERVEER,NETHERLANDS,,
19457,NLSLS,SLUIS,NETHERLANDS,,
19458,NLSLU,SLUISKIL,NETHERLANDS,,
19459,NLSMD,SCHEEMDA,NETHERLANDS,,
19460,NLSML,SMALLINGERLAND,NETHERLANDS,,
19461,NLSMN,ST MAARTEN,NETHERLANDS,,
19462,NLSND,SCHIJNDEL,NETHERLANDS,,
19463,NLSNK,SNEEK,NETHERLANDS,,
19464,NLSNW,SNELREWAARD,NETHERLANDS,,
19465,NLSOE,SOEST,NETHERLANDS,,
19466,NLSOG,SCHIN OP GEUL,NETHERLANDS,,
19467,NLSOM,SOMEREN,NETHERLANDS,,
19468,NLSON,SON,NETHERLANDS,,
19469,NLSOS,SOESTERBERG,NETHERLANDS,,
19470,NLSPA,SPAUBEEK,NETHERLANDS,,
19471,NLSPB,SPANBROEK,NETHERLANDS,,
19472,NLSPD,SPAARNDAM,NETHERLANDS,,
19473,NLSPI,SPIJKENISSE,NETHERLANDS,,
19474,NLSPK,SPAKENBURG,NETHERLANDS,,
19475,NLSPL,SCHIPHOL,NETHERLANDS,,
19476,NLSRP,SCHERPENZEEL,NETHERLANDS,,
19477,NLSTA,STAVOREN,NETHERLANDS,,
19478,NLSTD,STELLENDAM,NETHERLANDS,,
19479,NLSTE,STEENBERGEN,NETHERLANDS,,
19480,NLSTH,STAPHORST,NETHERLANDS,,
19481,NLSTI,STEIN,NETHERLANDS,,
19482,NLSTK,STADSKANAAL,NETHERLANDS,,
19483,NLSTN,STIENS,NETHERLANDS,,
19484,NLSTW,STEENWIJK,NETHERLANDS,,
19485,NLSUD,ST CLOUD,NETHERLANDS,,
19486,NLSUR,SURHUISTERVEEN,NETHERLANDS,,
19487,NLSVG,SAS VAN GENT,NETHERLANDS,,
19488,NLSWB,ST WILLEBRORD,NETHERLANDS,,
19489,NLSWM,SWALMEN,NETHERLANDS,,
19490,NLTAK,TER APELKANAAL,NETHERLANDS,,
19491,NLTBB,TUBBERGEN,NETHERLANDS,,
19492,NLTBO,TERBORG,NETHERLANDS,,
19493,NLTEA,TER AAR,NETHERLANDS,,
19494,NLTEG,TEGELEN,NETHERLANDS,,
19495,NLTEX,TEXEL,NETHERLANDS,,
19496,NLTHO,THOLEN,NETHERLANDS,,
19497,NLTIE,TIEL,NETHERLANDS,,
19498,NLTLB,TILBURG,NETHERLANDS,,
19499,NLTNZ,TERNEUZEN,NETHERLANDS,51.333333333333336,3.8333333333333335
19500,NLTPH,TER APEL,NETHERLANDS,,
19501,NLTRJ,STRIJEN,NETHERLANDS,,
19502,NLTUH,TUITJENHORN,NETHERLANDS,,
19503,NLTWE,TWELLO,NETHERLANDS,,
19504,NLTZA,T-ZAND,NETHERLANDS,,
19505,NLUDE,UDEN,NETHERLANDS,,
19506,NLUDH,UDENHOUT,NETHERLANDS,,
19507,NLUIT,UITHOORN,NETHERLANDS,,
19508,NLULF,ULFT,NETHERLANDS,,
19509,NLULR,ULRUM,NETHERLANDS,,
19510,NLULS,ULESTRATEN,NETHERLANDS,,
19511,NLURK,URK,NETHERLANDS,,
19512,NLURS,URSEM,NETHERLANDS,,
19513,NLUTC,UTRECHT,NETHERLANDS,,
19514,NLUTZ,UITHUIZEN,NETHERLANDS,,
19515,NLVAA,VAASSEN,NETHERLANDS,,
19516,NLVAL,VALKENSWAARD,NETHERLANDS,,
19517,NLVAN,VIANEN,NETHERLANDS,,
19518,NLVBK,VELSERBROEK,NETHERLANDS,,
19519,NLVDH,VELDHOVEN,NETHERLANDS,,
19520,NLVDM,VEENDAM,NETHERLANDS,,
19521,NLVDN,VREDENDUIN,NETHERLANDS,,
19522,NLVEE,VEENENDAAL,NETHERLANDS,,
19523,NLVEG,VEGHEL,NETHERLANDS,,
19524,NLVEL,VELSEN,NETHERLANDS,,
19525,NLVEN,VENLO,NETHERLANDS,,
19526,NLVEP,VELP,NETHERLANDS,,
19527,NLVGT,VUGHT,NETHERLANDS,,
19528,NLVHA,VELDRIEL,NETHERLANDS,,
19529,NLVHZ,VOORTHUIZEN,NETHERLANDS,,
19530,NLVIE,VIERLINGSBEEK,NETHERLANDS,,
19531,NLVIJ,VIJFHUIZEN,NETHERLANDS,,
19532,NLVIV,VINKEVEEN,NETHERLANDS,,
19533,NLVKK,VIERAAKKER,NETHERLANDS,,
19534,NLVLA,VLAARDINGEN,NETHERLANDS,,
19535,NLVLD,VLODROP,NETHERLANDS,,
19536,NLVLI,VLISSINGEN,NETHERLANDS,,
19537,NLVLK,VALKENBURG,NETHERLANDS,,
19538,NLVLL,VLIELAND,NETHERLANDS,,
19539,NLVLM,VLIJMEN,NETHERLANDS,,
19540,NLVLO,VENLO-AUTOWEG,NETHERLANDS,,
19541,NLVLS,VAALS,NETHERLANDS,,
19542,NLVLT,VLEUTEN,NETHERLANDS,,
19543,NLVNE,VAN ESSEN,NETHERLANDS,,
19544,NLVNH,VENHUIZEN,NETHERLANDS,,
19545,NLVNR,VENRAY,NETHERLANDS,,
19546,NLVOB,VOORBURG,NETHERLANDS,,
19547,NLVOD,VOLENDAM,NETHERLANDS,,
19548,NLVOH,VOORHOUT,NETHERLANDS,,
19549,NLVOS,VOORSCHOTEN,NETHERLANDS,,
19550,NLVRD,VREELAND,NETHERLANDS,,
19551,NLVRH,VROOMSHOOP,NETHERLANDS,,
19552,NLVRN,VUREN,NETHERLANDS,,
19553,NLVRS,VOORST,NETHERLANDS,,
19554,NLVRZ,VRIEZENVEEN,NETHERLANDS,,
19555,NLVSM,VESSEM,NETHERLANDS,,
19556,NLVSR,VARSSEVELD,NETHERLANDS,,
19557,NLWAA,WAALRE,NETHERLANDS,,
19558,NLWAB,WAARDENBURG,NETHERLANDS,,
19559,NLWAD,WADDINXVEEN,NETHERLANDS,,
19560,NLWAJ,WANROIJ,NETHERLANDS,,
19561,NLWAL,WAALHAVEN,NETHERLANDS,,
19562,NLWAM,WESTKNOLLENDAM,NETHERLANDS,,
19563,NLWAP,WAPENVELD,NETHERLANDS,,
19564,NLWAR,WARNSVELD,NETHERLANDS,,
19565,NLWAT,WATERINGEN,NETHERLANDS,,
19566,NLWBD,WIJK BIJ DUURSTEDE,NETHERLANDS,,
19567,NLWCH,WIJCHEN,NETHERLANDS,,
19568,NLWCM,WOUDRICHEM,NETHERLANDS,,
19569,NLWDB,WOUDENBERG,NETHERLANDS,,
19570,NLWDM,WEIDUM,NETHERLANDS,,
19571,NLWDP,WESTDORPE,NETHERLANDS,,
19572,NLWDS,WIJDENES,NETHERLANDS,,
19573,NLWED,WEMELDINGE,NETHERLANDS,,
19574,NLWEH,WERVERSHOOF,NETHERLANDS,,
19575,NLWEM,WESTMAAS,NETHERLANDS,,
19576,NLWES,WESTERHAAR-VRIEZENVE,NETHERLANDS,,
19577,NLWEV,WESTERVOORT,NETHERLANDS,,
19578,NLWFM,WARFFUM,NETHERLANDS,,
19579,NLWGN,WOGNUM,NETHERLANDS,,
19580,NLWGW,WAGENINGEN,NETHERLANDS,,
19581,NLWHL,WEHL,NETHERLANDS,,
19582,NLWHT,WERNHOUT,NETHERLANDS,,
19583,NLWID,WIERDEN,NETHERLANDS,,
19584,NLWIJ,WIJHE,NETHERLANDS,,
19585,NLWIK,WIJK,NETHERLANDS,,
19586,NLWIS,WILLEMSTAD,NETHERLANDS,,
19587,NLWIW,WIERINGERWERF,NETHERLANDS,,
19588,NLWKD,WERKENDAM,NETHERLANDS,,
19589,NLWLD,WILDERVANK,NETHERLANDS,,
19590,NLWLK,WAALWIJK,NETHERLANDS,,
19591,NLWLL,WELLERLOOI,NETHERLANDS,,
19592,NLWLN,WILNIS,NETHERLANDS,,
19593,NLWMH,WARMENHUIZEN,NETHERLANDS,,
19594,NLWMO,WORMER,NETHERLANDS,,
19595,NLWNK,WINKEL,NETHERLANDS,,
19596,NLWOR,WOERDEN,NETHERLANDS,,
19597,NLWOU,WOUW,NETHERLANDS,,
19598,NLWPI,WASPIK,NETHERLANDS,,
19599,NLWRD,WARDER,NETHERLANDS,,
19600,NLWRL,WAARLAND,NETHERLANDS,,
19601,NLWRM,WARMOND,NETHERLANDS,,
19602,NLWRT,WEERT,NETHERLANDS,,
19603,NLWRV,WORMERVEER,NETHERLANDS,,
19604,NLWSC,WINSCHOTEN,NETHERLANDS,,
19605,NLWSM,WESSEM,NETHERLANDS,,
19606,NLWSP,WEESP,NETHERLANDS,,
19607,NLWSR,WASRIK,NETHERLANDS,,
19608,NLWSS,WASSENAAR,NETHERLANDS,,
19609,NLWTE,WEST-TERSCHELLING,NETHERLANDS,,
19610,NLWTU,WESTWOUD,NETHERLANDS,,
19611,NLWTW,WINTERSWIJK,NETHERLANDS,,
19612,NLWTZ,WESTZAAN,NETHERLANDS,,
19613,NLWVG,WOLVEGA,NETHERLANDS,,
19614,NLWWR,WIJDE WORMER,NETHERLANDS,,
19615,NLWXM,WAMEL,NETHERLANDS,,
19616,NLYPG,YPENBURG,NETHERLANDS,,
19617,NLYSK,YERSEKE,NETHERLANDS,,
19618,NLZAA,ZAANDAM,NETHERLANDS,,
19619,NLZAD,ZAANDIJK,NETHERLANDS,,
19620,NLZAG,ZWAAG,NETHERLANDS,,
19621,NLZDM,ZEDDAM,NETHERLANDS,,
19622,NLZDV,ZANDVOORT,NETHERLANDS,,
19623,NLZET,ZETTEN,NETHERLANDS,,
19624,NLZEV,ZEVENAAR,NETHERLANDS,,
19625,NLZGD,ZWAAGDIJK,NETHERLANDS,,
19626,NLZHN,ZEVENHUIZEN (UTRECHT,NETHERLANDS,,
19627,NLZHU,ZEVENHUIZEN (FRIESLA,NETHERLANDS,,
19628,NLZIE,ZIERIKZEE,NETHERLANDS,,
19629,NLZLB,ZALTBOMMEL,NETHERLANDS,,
19630,NLZLK,ZALK,NETHERLANDS,,
19631,NLZMM,ZWAMMERDAM,NETHERLANDS,,
19632,NLZND,ZENDEREN,NETHERLANDS,,
19633,NLZOE,ZOELEN,NETHERLANDS,,
19634,NLZOT,ZOUTKAMP,NETHERLANDS,,
19635,NLZTM,ZOETERMEER,NETHERLANDS,,
19636,NLZUD,ZUNDERT,NETHERLANDS,,
19637,NLZUL,ZUIDLAND,NETHERLANDS,,
19638,NLZUT,ZUTPHEN,NETHERLANDS,,
19639,NLZVB,ZEVENBERGEN,NETHERLANDS,,
19640,NLZWA,ZWANENBURG,NETHERLANDS,,
19641,NLZWD,ZOETERWOUDE-RIJNDIJK,NETHERLANDS,,
19642,NLZWE,ZWAAGWESTEINDE,NETHERLANDS,,
19643,NLZWI,ZWIJNDRECHT,NETHERLANDS,,
19644,NLZWO,ZWOLLE,NETHERLANDS,,
19645,NLZWS,ZWARTSLUIS,NETHERLANDS,,
19646,NOAAF,ÅFJORD,NORWAY,,
19647,NOAAN,ÅRDAL,NORWAY,,
19648,NOAAS,ÅS,NORWAY,,
19649,NOAAV,ALVIK,NORWAY,,
19650,NOABN,AAREBAKKEN,NORWAY,,
19651,NOADN,ANDENES,NORWAY,,
19652,NOADY,ANDØY,NORWAY,,
19653,NOAES,ÅLESUND,NORWAY,,
19654,NOAFT,AGNEFEST,NORWAY,,
19655,NOAGD,AGDENES,NORWAY,,
19656,NOAGO,ÅGOTNES,NORWAY,,
19657,NOAHM,AAHEIM,NORWAY,,
19658,NOAKM,AAKREHAMN,NORWAY,,
19659,NOALF,ALTA,NORWAY,,
19660,NOALN,ALNABRU,NORWAY,,
19661,NOALS,ALSTAHAUG,NORWAY,,
19662,NOAND,ÅNDALSNES,NORWAY,,
19663,NOANU,ANDEBU,NORWAY,,
19664,NOARD,ÅRDALSTANGEN,NORWAY,,
19665,NOARE,ARENDAL,NORWAY,,
19666,NOARN,ARNES,NORWAY,,
19667,NOASH,AUSTRHEIM,NORWAY,,
19668,NOASK,ASKER,NORWAY,,
19669,NOASL,ASKVOLL,NORWAY,,
19670,NOASM,ASKIM,NORWAY,,
19671,NOASV,AUSTEVOLL,NORWAY,,
19672,NOASY,ASKØY,NORWAY,,
19673,NOAUE,AURE,NORWAY,,
19674,NOAUK,AUKRA,NORWAY,,
19675,NOAUL,AURLAND,NORWAY,,
19676,NOAUR,AURSKOG,NORWAY,,
19677,NOAVA,AVALDNES,NORWAY,,
19678,NOAVE,AVERØY,NORWAY,,
19679,NOBKD,BRAKSTAD,NORWAY,,
19680,NOBNN,BRØNNØYSUND,NORWAY,,
19681,NOBRE,BREMANGER,NORWAY,,
19682,NOBRO,BRØNNØY,NORWAY,,
19683,NOBRR,BORRE,NORWAY,,
19684,NOBRV,BRATTVÅG,NORWAY,,
19685,NOBRY,BRYNE,NORWAY,,
19686,NOBUV,BUVIKEN,NORWAY,,
19687,NOBVK,BREVIK,NORWAY,,
19688,NODIS,DISENÅ,NORWAY,,
19689,NODOM,DOMBÅS,NORWAY,,
19690,NODON,DØNNA,NORWAY,,
19691,NODRE,DREVSJØ,NORWAY,,
19692,NODRG,DRAG,NORWAY,,
19693,NODRK,DRØBAK,NORWAY,,
19694,NODRM,DRAMMEN,NORWAY,59.75,10.216666666666667
19695,NODYR,DYRVIK,NORWAY,,
19696,NODYY,DYRØY,NORWAY,,
19697,NOEBN,ELVEBAKKEN,NORWAY,,
19698,NOEDE,EIDE,NORWAY,,
19699,NOEDF,EIDFJORD,NORWAY,,
19700,NOEGD,EIGERSUND,NORWAY,,
19701,NOEID,EID,NORWAY,,
19702,NOEKF,EIKEFET,NORWAY,,
19703,NOELV,ELVERUM,NORWAY,,
19704,NOENA,EINA,NORWAY,,
19705,NOETN,ETNE,NORWAY,,
19706,NOEVE,EVENES,NORWAY,,
19707,NOEVJ,EVJE,NORWAY,,
19708,NOEYD,EYDEHAVN,NORWAY,,
19709,NOFAN,FARSUND,NORWAY,,
19710,NOFAU,FAUSKE,NORWAY,,
19711,NOFAX,FAGERSTRAND,NORWAY,,
19712,NOFDE,FÖRDE,NORWAY,,
19713,NOFED,FEDJE,NORWAY,,
19714,NOFFD,FLEKKEFJORD,NORWAY,,
19715,NOFGN,FAGERNES,NORWAY,,
19716,NOFIS,FISKA,NORWAY,,
19717,NOFIT,FITJAR,NORWAY,,
19718,NOFJA,FJALER,NORWAY,,
19719,NOFJE,FJELL,NORWAY,,
19720,NOFJL,FJELLDAL,NORWAY,,
19721,NOFKS,FLAKSTAD,NORWAY,,
19722,NOFLT,FLATANGER,NORWAY,,
19723,NOFND,FINNEID,NORWAY,,
19724,NOFNE,FINNSNES,NORWAY,,
19725,NOFNT,FISKENESET,NORWAY,,
19726,NOFNY,FINNØY,NORWAY,,
19727,NOFOL,FOLDAFOSS,NORWAY,,
19728,NOFOR,FORSAND,NORWAY,,
19729,NOFOS,FOSNAVÅG,NORWAY,,
19730,NOFRA,FRØYA,NORWAY,,
19731,NOFRE,FRÆENA,NORWAY,,
19732,NOFRJ,FREI,NORWAY,,
19733,NOFRK,FREDRIKSTAD,NORWAY,,
19734,NOFRN,FROGN,NORWAY,,
19735,NOFRO,FLORA,NORWAY,,
19736,NOFRS,FORUS,NORWAY,,
19737,NOFRT,FROSTA,NORWAY,,
19738,NOFSN,FOSNES,NORWAY,,
19739,NOFTL,FORTUN-LUSTER,NORWAY,,
19740,NOFUS,FUSA,NORWAY,,
19741,NOGAM,GAMVIK,NORWAY,,
19742,NOGAU,GAULAR,NORWAY,,
19743,NOGBD,GIBOSTAD,NORWAY,,
19744,NOGEI,GEILO,NORWAY,,
19745,NOGFR,GAMLE FREDRIKSTAD,NORWAY,,
19746,NOGIL,GILDESKÅL,NORWAY,,
19747,NOGIS,GISKE,NORWAY,,
19748,NOGJM,GJEMNES,NORWAY,,
19749,NOGJS,GJESDAL,NORWAY,,
19750,NOGLL,GOL,NORWAY,,
19751,NOGLO,GLOMFJORD,NORWAY,,
19752,NOGLP,GLOPPEN,NORWAY,,
19753,NOGNE,GARNES,NORWAY,,
19754,NOGNR,GEIRANGER,NORWAY,,
19755,NOGRD,GRAVDAL,NORWAY,,
19756,NOGRE,GREAKER,NORWAY,,
19757,NOGRO,GRONG,NORWAY,,
19758,NOGRT,GRATANGEN,NORWAY,,
19759,NOGRV,GRANVIN,NORWAY,,
19760,NOGTD,GRIMSTAD,NORWAY,,
19761,NOGTH,GEITHUS,NORWAY,,
19762,NOGUL,GULEN,NORWAY,,
19763,NOGVK,GJØVIK,NORWAY,,
19764,NOGVL,GRENLAND,NORWAY,,
19765,NOHAA,HÅ,NORWAY,,
19766,NOHAD,HADSEL,NORWAY,,
19767,NOHAG,HÅGAN,NORWAY,,
19768,NOHAL,HALDEN,NORWAY,,
19769,NOHAN,HALVORSHAVN,NORWAY,,
19770,NOHAR,HARAM,NORWAY,,
19771,NOHAS,HASLUM,NORWAY,,
19772,NOHAU,HAUGESUND,NORWAY,59.416666666666664,5.266666666666667
19773,NOHEK,HEKLESTRAND,NORWAY,,
19774,NOHER,HERØY,NORWAY,,
19775,NOHES,HESTVIKA,NORWAY,,
19776,NOHFL,HAMMERFALL,NORWAY,,
19777,NOHFS,HØNEFOSS,NORWAY,,
19778,NOHFT,HAMMERFEST,NORWAY,70.66666666666667,23.666666666666668
19779,NOHGV,HAUGSVIK,NORWAY,,
19780,NOHHF,HAFRSFJORD,NORWAY,,
19781,NOHIT,HITRA,NORWAY,,
19782,NOHJE,HJERKINN,NORWAY,,
19783,NOHJL,HJELMLAND,NORWAY,,
19784,NOHLA,HOLLA,NORWAY,,
19785,NOHLM,HOLMEDAL,NORWAY,,
19786,NOHLN,HØLEN,NORWAY,,
19787,NOHLS,HALSA,NORWAY,,
19788,NOHLT,HØYLANDET,NORWAY,,
19789,NOHME,HEMNE,NORWAY,,
19790,NOHMR,HAMAR,NORWAY,,
19791,NOHMS,HEMNES,NORWAY,,
19792,NOHMY,HAMARØY,NORWAY,,
19793,NOHND,HORNINDAL,NORWAY,,
19794,NOHNE,HEMNESBERGET,NORWAY,,
19795,NOHOK,HOMMELVIK,NORWAY,,
19796,NOHOL,HOLMESTRAND,NORWAY,,
19797,NOHOR,HORTEN,NORWAY,,
19798,NOHOV,ØRSTA-VOLDA,NORWAY,,
19799,NOHRD,HARSTAD,NORWAY,68.8,16.65
19800,NOHRE,HERRE-BAMBLE,NORWAY,,
19801,NOHRI,HAREID,NORWAY,,
19802,NOHRY,HERØYA,NORWAY,,
19803,NOHUN,HUNNDALEN,NORWAY,,
19804,NOHUR,HURUM,NORWAY,,
19805,NOHUS,HUSNES,NORWAY,,
19806,NOHVA,HVALER,NORWAY,,
19807,NOHVG,HONNINGSVÅG,NORWAY,,
19808,NOHVI,HÅVIK,NORWAY,,
19809,NOHVK,HASVIK,NORWAY,,
19810,NOHVL,HVALSTAD,NORWAY,,
19811,NOHYL,HYLLESTADØ,NORWAY,,
19812,NOHYN,HYNE,NORWAY,,
19813,NOHYR,HØYANGER,NORWAY,,
19814,NOIBE,IBESTAD,NORWAY,,
19815,NOIKR,IKORNNES,NORWAY,,
19816,NOIND,INDERØY,NORWAY,,
19817,NOJAR,JARLSBERG APT/TÖNSBE,NORWAY,,
19818,NOJLD,JØRPELAND,NORWAY,,
19819,NOJON,JONDAL,NORWAY,,
19820,NOJSH,JESSHEIM,NORWAY,,
19821,NOJSS,JØSSINGHAMN,NORWAY,,
19822,NOJVK,JEVNAKER,NORWAY,,
19823,NOKAF,KÅFJORD,NORWAY,,
19824,NOKAR,KARSTØ,NORWAY,,
19825,NOKAS,KARMSUND,NORWAY,,
19826,NOKAY,KARLSØY,NORWAY,,
19827,NOKBT,KOLBOTN,NORWAY,,
19828,NOKIV,KINSARVIK,NORWAY,,
19829,NOKJK,KJØPSVIK,NORWAY,,
19830,NOKKN,KIRKENES,NORWAY,,
19831,NOKLO,KLØFTA,NORWAY,,
19832,NOKLP,KLEPP,NORWAY,,
19833,NOKMO,KAMBO,NORWAY,,
19834,NOKMY,KARMØY,NORWAY,,
19835,NOKOP,KOPERVIK,NORWAY,,
19836,NOKPG,KAUPANGER,NORWAY,,
19837,NOKPP,KOPPANG,NORWAY,,
19838,NOKRA,KRAGERØ,NORWAY,,
19839,NOKRS,KRISTIANSAND,NORWAY,58.15,8.0
19840,NOKRV,KNARREVIK,NORWAY,,
19841,NOKRY,KRAAKERØY,NORWAY,,
19842,NOKSA,KROKSTADELVA,NORWAY,,
19843,NOKSB,KONGSBERG,NORWAY,,
19844,NOKSD,KILSUND,NORWAY,,
19845,NOKSJ,KARASJOK,NORWAY,,
19846,NOKSU,KRISTIANSUND,NORWAY,,
19847,NOKSV,KONGSVINGER,NORWAY,,
19848,NOKSY,KVITSØY,NORWAY,,
19849,NOKTK,KAUTOKEINO,NORWAY,,
19850,NOKVA,KALVAAG,NORWAY,,
19851,NOKVD,KVINESDAL,NORWAY,,
19852,NOKVF,KVÆFJORD,NORWAY,,
19853,NOKVH,KVINNHERAD,NORWAY,,
19854,NOKVM,KVAM,NORWAY,,
19855,NOKVN,KVÆNANGEN,NORWAY,,
19856,NOKVS,KVALSUND,NORWAY,,
19857,NOKYR,KYRKSÆTERØRA,NORWAY,,
19858,NOLAD,LANGESUND,NORWAY,,
19859,NOLAR,LARVIK,NORWAY,59.05,10.033333333333333
19860,NOLAV,LAVANGEN,NORWAY,,
19861,NOLDS,LINDESNES,NORWAY,,
19862,NOLEB,LEBESBY,NORWAY,,
19863,NOLEF,LEIRFJORD,NORWAY,,
19864,NOLEK,LEIKANGER,NORWAY,,
19865,NOLEN,LENSVIK,NORWAY,,
19866,NOLER,LERVIK,NORWAY,,
19867,NOLEV,LEVANGER,NORWAY,,
19868,NOLIE,LIER,NORWAY,,
19869,NOLIL,LILLESAND,NORWAY,,
19870,NOLIN,LINDÅS,NORWAY,,
19871,NOLKA,LEKA,NORWAY,,
19872,NOLKL,LAKSELV,NORWAY,,
19873,NOLKV,LEKSVIK,NORWAY,,
19874,NOLLH,LILLEHAMMER,NORWAY,,
19875,NOLND,LYNGDAL,NORWAY,,
19876,NOLNG,LYNGØR,NORWAY,,
19877,NOLOD,LØDINGEN,NORWAY,,
19878,NOLOM,LOM,NORWAY,,
19879,NOLOP,LOPPA,NORWAY,,
19880,NOLRD,LÆRDAL,NORWAY,,
19881,NOLRI,LEIRVIK,NORWAY,,
19882,NOLRK,LARKOLLEN,NORWAY,,
19883,NOLST,LILLESTRØM,NORWAY,,
19884,NOLUR,LURØY,NORWAY,,
19885,NOLUS,LUSTER,NORWAY,,
19886,NOLUT,LUTNES,NORWAY,,
19887,NOLYN,LYNGEN,NORWAY,,
19888,NOLYS,LYSAKER,NORWAY,,
19889,NOMAG,MAGNOR,NORWAY,,
19890,NOMAK,MALVIK,NORWAY,,
19891,NOMAN,MANDAL,NORWAY,,
19892,NOMAR,MARIKOVEN,NORWAY,,
19893,NOMAV,MÅLSELV,NORWAY,,
19894,NOMAY,MÅLØY,NORWAY,,
19895,NOMEH,MEHAMN,NORWAY,,
19896,NOMEL,MELBU,NORWAY,,
19897,NOMEN,MENSTAD,NORWAY,,
19898,NOMEY,MELØY,NORWAY,,
19899,NOMID,MIDSUND,NORWAY,,
19900,NOMIN,MINDE,NORWAY,,
19901,NOMJF,MOSJØEN,NORWAY,,
19902,NOMJO,MJØNDALEN,NORWAY,,
19903,NOMLD,MELAND,NORWAY,,
19904,NOMLH,MINDLEHEIM,NORWAY,,
19905,NOMLM,MALM,NORWAY,,
19906,NOMLS,MELHUS,NORWAY,,
19907,NOMOD,MODALEN,NORWAY,,
19908,NOMOL,MOLDE,NORWAY,,
19909,NOMON,MONGSTAD,NORWAY,,
19910,NOMQN,MO I RANA,NORWAY,,
19911,NOMRV,MURUVIK,NORWAY,,
19912,NOMSF,MASFJORDEN,NORWAY,,
19913,NOMSK,MOSKENES,NORWAY,,
19914,NOMSS,MOSS,NORWAY,,
19915,NOMSV,MOSVIK,NORWAY,,
19916,NOMSY,MÅSØY,NORWAY,,
19917,NOMYO,MYRE-OKSNES,NORWAY,,
19918,NOMYS,MYSEN,NORWAY,,
19919,NONAE,NÆRBØ,NORWAY,,
19920,NONAN,NANSET,NORWAY,,
19921,NONAU,NAUSTDAL,NORWAY,,
19922,NONDE,NAMDALSEID,NORWAY,,
19923,NONEO,NESODDEN,NORWAY,,
19924,NONES,NESFLATEN-SULDAL,NORWAY,,
19925,NONFD,NORDFJORDEID,NORWAY,,
19926,NONHS,NORHEIMSUND,NORWAY,,
19927,NONKB,NORDKJOSBOTN,NORWAY,,
19928,NONOD,NORDDAL,NORWAY,,
19929,NONOK,NORDKAPP,NORWAY,,
19930,NONOR,NORDREISA,NORWAY,,
19931,NONRY,NÆRØY,NORWAY,,
19932,NONSB,NESSEBY,NORWAY,,
19933,NONSS,NÆRSNES,NORWAY,,
19934,NONST,NESSET,NORWAY,,
19935,NONTB,NOTODDEN,NORWAY,,
19936,NONTY,NØTTERØY,NORWAY,,
19937,NONVK,NARVIK,NORWAY,,
19938,NONYG,NYGARD,NORWAY,,
19939,NOOBG,OSEBERG,NORWAY,,
19940,NOODD,ODDA,NORWAY,,
19941,NOOKS,OKSNES,NORWAY,,
19942,NOOLA,ØRLAND,NORWAY,,
19943,NOOLD,OLDEN,NORWAY,,
19944,NOOLN,ØLEN,NORWAY,,
19945,NOOOS,OS,NORWAY,,
19946,NOOPG,OPPEGÅRD,NORWAY,,
19947,NOOPP,OPPDAL,NORWAY,,
19948,NOORD,ORKDAL,NORWAY,,
19949,NOORJ,ØRJE,NORWAY,,
19950,NOORK,ORKANGER,NORWAY,,
19951,NOORS,ØRSTA,NORWAY,,
19952,NOOSG,ØRSKOG,NORWAY,,
19953,NOOSL,OSLO,NORWAY,59.9,10.716666666666667
19954,NOOSN,OSEN,NORWAY,,
19955,NOOST,OSTERØY,NORWAY,,
19956,NOOSY,NAMSOS,NORWAY,,
19957,NOOTT,OTTA,NORWAY,,
19958,NOOYE,ØYE,NORWAY,,
19959,NOOYG,ØYGARDEN,NORWAY,,
19960,NOPAR,PORSANGER,NORWAY,,
19961,NOPOR,PORSGRUNN,NORWAY,,
19962,NORAA,REKKESTAD,NORWAY,,
19963,NORAD,RÅDE,NORWAY,,
19964,NORAF,RAFNES,NORWAY,,
19965,NORAM,RAMSUND,NORWAY,,
19966,NORAU,RAUMA,NORWAY,,
19967,NORAY,RADØY,NORWAY,,
19968,NORDB,RANDABERG,NORWAY,,
19969,NORDY,RØDØY,NORWAY,,
19970,NOREK,REKEFJORD,NORWAY,,
19971,NOREN,RENNESØY,NORWAY,,
19972,NORET,RØST,NORWAY,,
19973,NORFS,RAUFOSS,NORWAY,,
19974,NORIA,RISLØKKA,NORWAY,,
19975,NORIN,RINGEBU,NORWAY,,
19976,NORIS,RISØR,NORWAY,,
19977,NORKN,RJUKAN,NORWAY,,
19978,NORLL,ROLLAG,NORWAY,,
19979,NORMJ,RAMFJORDNES,NORWAY,,
19980,NORNA,RANA,NORWAY,,
19981,NORNS,RISNES,NORWAY,,
19982,NOROA,ROAN,NORWAY,,
19983,NOROE,RØYKEN,NORWAY,,
